;index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
246;31336;43035;2787156;-236.318.063.735.955;-466.695.356.369.005;UBS JD AEROPORTO DR MASSAKI UDIHARA;RUA VIEIRA DE MORAIS;1752;CAMPO BELO;(11)5542-9672;4617006.0;SP;São Paulo;2016;5;-23.6262088;-46.6667053;R. Vieira de Morais, 1752 - Campo Belo, São Paulo - SP, 04617-007, Brazil
247;31344;43044;2787369;-23.546.960.000.000.000;-4.651.157;UBS J ELIANE;RUA HENRY ARTHUR JONES;201;JARDIM ELIANA;(11)59315240;4851002.0;SP;São Paulo;2016;5;-23.7537347;-46.6708924;Rua Henry Arthur Jones, 201 - Jardim Edi, São Paulo - SP, 04851-002, Brazil
248;31346;43096;2788446;-2.361.071;-4.660.243;UBS PQ STA RITA;RUA JOSE PESSOTA;80;PRQ SANTA RITA;(11)2513-7109;8150020.0;SP;São Paulo;2016;5;-23.5118689;-46.4156098;R. José Pessota, 80 - Parque Santa Rita, São Paulo - SP, 08150-020, Brazil
249;31347;43149;2789248;-2.352.922.797.203;-4.669.526.338.577.120;UBS V ROMANA;RUA VESPASIANO;679;VILA ROMANA;(11)36720911;5044050.0;SP;São Paulo;2016;5;-23.528147;-46.6955288;R. Vespasiano, 679 - Vila Romana, São Paulo - SP, 05044-050, Brazil
250;31351;43089;2788268;-236.327;-467.351;UBS PARQUE ARARIBA;RUA FRANCISCO SOARES;81;JARDIM INGA;(11) 55115573;5774300.0;SP;São Paulo;2016;5;-23.6379156;-46.749792;R. Francisco Soares, 81 - Parque Regina, São Paulo - SP, Brazil
251;31352;43100;2788497;-2.358.079;-46.629.090.000.000.000;UBS REUNIDAS II;ESTRADA CASA GRANDE;1258;VILA UNIAO;(11) 2706-0555;3260000.0;SP;São Paulo;2016;5;-23.6049159;-46.5209629;Av. Casa Grande, 1258 - Vila Cunha Bueno, São Paulo - SP, Brazil
252;31353;43012;2786842;-236.356.896;-46.763.344.599.999.900;UBS CAMPO LIMPO;RUA JORGE OZI;211;JARDIM CATANDUVA;(11)58411871;5767450.0;SP;São Paulo;2016;5;-23.6366519;-46.76394819999999;R. Jorge Ozi, 211 - Jardim Catanduva, São Paulo - SP, 05761-330, Brazil
253;31355;43150;2789264;-23.579.539.999.999.900;-4.652.847;UBS VILA TEREZINHA;RUA DOMINGOS FRANCISCO DE MEDEIROS;70;VILA TEREZINHA;(11)39212380;2854010.0;SP;São Paulo;2016;5;-23.4586975;-46.6965882;R. Domingos Francisco de Medeiros, 70 - Vila Teresinha, São Paulo - SP, 02854-010, Brazil
254;31356;43023;2786982;-235.168;-46.403.290.000.000.000;UBS DOM JOAO NERY;EST DOM JOAO NERY;3260;JARDIM NAZARE;(11)2566-3624;8151000.0;SP;São Paulo;2016;5;-23.5205659;-46.3998567;Estrada Dom João Nery, 3260 - Jardim Bartira, São Paulo - SP, 08151-000, Brazil
255;31357;43079;2788098;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS MATA VIRGEM;ESTRADA DA SAUDE;47;ELDORADO;(11)56734455;4476540.0;SP;São Paulo;2016;5;-24.5269334;-48.1082112;Eldorado - State of São Paulo, 11960-000, Brazil
256;31359;43077;2788039;-235.128;-46.404.309.999.999.900;UBS LARANJEIRAS;RUA DENIS FURTEL;108;LARANJEIRAS;(11) 5673-6181;4476145.0;SP;São Paulo;2016;5;-23.7034891;-46.6279564;Rua Denis Furtel, 108 - Jardim das Laranjeiras (Zona Sul), São Paulo - SP, 04476-540, Brazil
257;31360;43070;2787946;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS JARDIM VISTA ALEGRE;RUA IBIRAIARAS;21;BRASILANDIA;(11)39831197;2878080.0;SP;São Paulo;2016;5;-23.4501861;-46.6848185;R. Ibiraiaras, 21 - Brasilândia, São Paulo - SP, 02878-080, Brazil
258;31361;43056;2787547;-235.144;-4.651.698;UBS J KERALUX;RUA LUCAS GONCALVES;13;JARDIM KERALUX;(11)2546.6177;3828000.0;SP;São Paulo;2016;5;-23.4822423;-46.4933173;R. Lucas Gonçalves, 13 - Jardim Keralux, São Paulo - SP, 03828-060, Brazil
259;31362;43066;2787849;-2.350.955;-46.398.070.000.000.000;UBS J SILVA TELLES;RUA JOSE ALEXANDRE MACHADO;541;ITAIM PAULISTA;2561-8034/2569-1731;8160460.0;SP;São Paulo;2016;5;-23.5001752;-46.40876979999999;R. José Alexandre Machado, 541 - Jardim Silva Teles, São Paulo - SP, 08160-460, Brazil
260;31364;43098;2788470;-236.099.946.498.864;-467.057.347.297.655;UBS REAL PQ PAULO MANGABEIRA ALBERNAZ FILHO;RUA BARAO MELGACO;339;REAL PARQUE;(11)37582329;5684030.0;SP;São Paulo;2016;5;-23.6099845;-46.7055629;Av. Barão do Melgaço, 339 - Real Parque, São Paulo - SP, 05684-030, Brazil
261;31369;43005;2786710;-23.498.446.941.375.100;-46.677.367.687.224;UBS D ADELAIDE LOPES;AVENIDA CLAVASIO ALVES DA SILVA;683;LIMAO;39368370;2728030.0;SP;São Paulo;2016;5;-23.4975878;-46.6774355;Av. Clavásio Alves da Silva, 683 - Vila Siqueira (Zona Norte), São Paulo - SP, 02675-031, Brazil
262;31370;43062;2787725;-2.349.297;-46.445.370.000.000.000;UBS JARDIM ROBRU MESSIAS JOSE DA SILVA;RUA JOSE MARIA ALVES DE DEUS;288;SAO MIGUEL PAULISTA;(11)2035-2406;8150350.0;SP;São Paulo;2016;5;-23.521189;-46.4123914;R. José Maria Alves de Deus, 288 - Parque Guaianazes, São Paulo - SP, 08150-290, Brazil
263;31371;43024;2786990;-23.575.229.999.999.900;-4.652.684;UBS DON LUCIANO BERGAMIM;ESTRADA DA LIGACAO;1;PONTE SECA;(011) 5978-6394;4891360.0;SP;São Paulo;2016;5;-23.755372;-46.6592343;Estrada Ligação, 1 - Jardim Monte Verde, São Paulo - SP, 04893-110, Brazil
264;31372;42926;2774801;-234.464.657.306.664;-467.492.508.888.231;AMA UBS INTEGRADA JARDIM IPANEMA;RUA PEDRO RAVARA;11;JARAGUA;(11)39412119;5187000.0;SP;São Paulo;2016;5;-23.4464702;-46.7490496;R. Pedro Ravara, 11 - Jardim Ipanema (Zona Oeste), São Paulo - SP, 05187-300, Brazil
265;31373;43103;2788306;-234.776.437.282.555;-465.685.772.895.799;UBS PQ EDU CHAVES;AV EDU CHAVES;1197;PQ EDU CHAVES;(11)22430052;2229001.0;SP;São Paulo;2016;5;-23.477548;-46.5684592;Av. Edu Chaves, 1197 - Parque Edu Chaves, São Paulo - SP, 02229-001, Brazil
266;31374;43085;2788187;-2.360.803;-4.672.282;UBS PARAISOPOLIS;RUA MELCHIOR GIOLA;80;PARAISOPOLIS;(11) 37445223;5664000.0;SP;São Paulo;2016;5;-23.6169012;-46.7231432;Rua Melchior Giola, 80 - Paraisópolis, São Paulo - SP, 05664-000, Brazil
267;31379;43091;2788330;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS PQ IMPERIAL MANOEL ANTONIO DA SILVA SARAGOCA;AV CECI;2249;VILA MONTE ALEGRE;(11) 5581-0426;4305000.0;SP;São Paulo;2016;5;-23.6288207;-46.6463032;Av. Ceci, 2249 - Planalto Paulista, São Paulo - SP, 04065-004, Brazil
268;31380;43038;2787202;-235.367.488.861.077;-464.176.011.085.497;UBS J AURORA;RUA CLAUDIO DA COSTA;54;GUAIANASES;( 11)20351671;8431160.0;SP;São Paulo;2016;5;-23.5364862;-46.4173433;Rua Claudio da Costa, 54 - Jardim Aurora, São Paulo - SP, 08431-160, Brazil
269;31381;43118;2788721;-235.350.430.011.742;-46.536.605.358.122.300;UBS V ARICANDUVA;RUA ANTONIO LINDORO DA SILVA;284;VILA ARICANDUVA;(11)22948853;3506000.0;SP;São Paulo;2016;5;-23.5351193;-46.5369682;R. Antônio Lindouro da Silva, 284 - Vila Aricanduva, São Paulo - SP, 03501-015, Brazil
270;31382;43047;2787415;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS JARDIM GUARANI;RUA SANTANA DO ARACUAI;160;BRASILANDIA;(11)39216385;2849130.0;SP;São Paulo;2016;5;-23.4620757;-46.6907021;R. Santana do Araçuaí, 160 - Jardim Guarani, São Paulo - SP, 02849-130, Brazil
271;31387;43033;2787121;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS IGUACU;AV DO ORATORIO;6557;VILA INDUSTRIAL;(11) 2701-7213;3221300.0;SP;São Paulo;2016;5;-23.6129326;-46.5228434;Av. do Oratório, 6557 - São Lucas, São Paulo - SP, 03221-300, Brazil
272;31390;43071;2787954;-235.830.792;-46.406.077;UBS J VITORIA;RUA LAGEDO;123;CIDADE TIRADENTES;(11)29642685;4846650.0;SP;São Paulo;2016;5;-23.5883176;-46.386665;R. Lajedo - Cidade Tiradentes, São Paulo - SP, Brazil
273;31394;43112;2788659;-2.350.528;-4.646.294;UBS THERSIO VENTURA;RUA ARRAIAL DE SANTA BARBARA;996;CID PEDRO JOSE NUNES;(11)2545-1026;8061360.0;SP;São Paulo;2016;5;-23.5040965;-46.47065629999999;R. Arraial de Santa Bárbara, 996 - Vila Jacui, São Paulo - SP, 08061-360, Brazil
274;31397;43013;2786893;-236.910.939.216.607;-46.640.632.152.556;UBS CIDADE JULIA;RUA PASCOAL GRIECO;366;CIDADE JULIA;(11)56236669;4421150.0;SP;São Paulo;2016;5;-23.6910389;-46.6404977;R. Paschoal Grieco, 366 - Cidade Júlia, São Paulo - SP, 04421-150, Brazil
275;31398;43017;2786915;-2.349.297;-46.445.370.000.000.000;UBS CIDADE NOVA SAO MIGUEL;AVN MOACIR DANTAS ITAPICURU;1008;SAO MIGUEL PAULISTA;(11)2051-3560;8042212.0;SP;São Paulo;2016;5;-23.5048873;-46.4335375;Av. Moacir Dantas Itapicuru, 1008 - Cidade Nova São Miguel, São Paulo - SP, 08042-290, Brazil
276;31399;43141;2789132;-235.927.641.391.747;-466.716.814.041.124;UBS V OLIMPIA MAX PERLMAN;RUA JACQUES FELIX;499;VILA NOVA CONCEICAO;(11)38424849;4509001.0;SP;São Paulo;2016;5;-23.5926128;-46.6713283;R. Jaques Félix, 499 - Vila Nova Conceição, São Paulo - SP, 04509-001, Brazil
277;31400;43051;2787466;-23.463.318.899.999.900;-466.958.899;UBS JARDIM ICARAI BRASILANDIA DR DANIEL ALVES GRANGEIRO;RUA ALMIR DEHAR;201;BRASILANDIA;(11)39218739;2846000.0;SP;São Paulo;2016;5;-23.4658536;-46.6964265;Av. Almyr Dehar, 201 - Brasilândia, São Paulo - SP, 02846-000, Brazil
278;31401;43065;2787814;-23.817.747.831.343.800;-467.054.986.953.722;UBS JARDIM SAO NORBERTO;AVENIDA DOMENICO LANZETTI;S/N;SAO NORBERTO;5920-8977/ 5921-6640;4884210.0;SP;São Paulo;2016;5;-23.8176066;-46.705345;R. Domênico Lanzeti, 15-133 - Parelheiros, São Paulo - SP, 04884-210, Brazil
279;31403;43032;2787105;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS HORIZONTE AZUL;RUA ALBERGATI CAPACELLI;2200;HORIZONTE AZUL;(11)55173469;4963000.0;SP;São Paulo;2016;5;-23.7469313;-46.7778285;R. Albergati Capacelli, 2200 - Chácara da Enseada, São Paulo - SP, Brazil
280;31407;43052;2787504;-23.506.182.432.174;-465.878.677.368.151;UBS JARDIM JAPAO;R SOBRAL JUNIOR;452;VILA MARIA ALTA;(11)69542851;2130020.0;SP;São Paulo;2016;5;-23.5058803;-46.5879904;R. Sobral Júnior, 452 - Vila Maria Alta, São Paulo - SP, 02130-020, Brazil
281;31408;43132;2789108;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS V NOVA GALVAO;RUA ALPHEU LUIZ GASPARINI;116;VILA NOVA GALVAO;(11)22417366;2281110.0;SP;São Paulo;2016;5;-23.4514356;-46.5725945;Rua Alpheu Luiz Gasparini, 116 - Vila Nova Galvão, São Paulo - SP, 02281-110, Brazil
282;31409;43136;2789035;-23.548.000.000.000.000;-46.636;UBS VILA MANGALOT;RUA PORTAO PRETO;220;SAO DOMINGOS;(11)39041292;5133004.0;SP;São Paulo;2016;5;-23.4958492;-46.7452875;R. Portão Preto, 220 - Vila Mangalot, São Paulo - SP, 05131-120, Brazil
283;31411;43086;2788209;-2.349.297;-46.445.370.000.000.000;UBS PAULO FELDMAN NITRO OPERARIA;RUA CUMARU;14;SAO MIGUEL PAULISTA;(11)2956-6923;8010380.0;SP;São Paulo;2016;5;-23.4941061;-46.436422;Rua Cumaru, 14 - Vila Nitro Operaria, São Paulo - SP, 08010-380, Brazil
284;31412;43037;2787199;-2.353.244;-4.654.757;UBS J ARACATI;RUA FRANCISCO HOMEM DE EL REI;87;JARDIM ARACATI;(11) 58961027;4949070.0;SP;São Paulo;2016;5;-23.7189499;-46.7700864;R. Francisco Homem Del Rei, 87 - Jardim Aracati, São Paulo - SP, 04949-070, Brazil
285;31413;43015;2786885;-23.548.000.000.000.000;-46.636;UBS CHACARA INGLESA;RUA DA LIGACAO;95;CHACARA INGLESA;(11)38345985;5142120.0;SP;São Paulo;2016;5;-23.4934962;-46.725177;R. Da Ligacao, 95 - Chácara Inglesa, São Paulo - SP, 02675-031, Brazil
286;31415;43058;2787644;-2.369.475;-4.677.855;UBS J NAKAMURA;RUA MANOEL VITOR DE JESUS;811;JARDIM NAKAMURA;(11)58985555;4942100.0;SP;São Paulo;2016;5;-23.6986258;-46.7715865;R. Manuel Vítor de Jesus, 811 - Jardim Nakamura, São Paulo - SP, 04942-100, Brazil
287;31417;43018;2786923;-235.364.699.363.702;-465.034.747.123.705;UBS CID PATRIARCA;RUA FREDERICO BROTERO;22;CIDADE PATRIARCA;(11)29581488;3552080.0;SP;São Paulo;2016;5;-23.5362328;-46.50338319999999;R. Dr. Frederico Brotero, 22 - Cidade Patriarca, São Paulo - SP, 03552-080, Brazil
288;31418;43101;2788500;-235.631.954.669.946;-467.485.427.856.432;UBS RIO PEQUENO PAULO DE BARROS FRANCA;RUA PADRE FRANCISCO LIBERMANN;318;RIO PEQUENO;(11)37689460;5353160.0;SP;São Paulo;2016;5;-23.5627129;-46.7516434;Rua Padre Francisco Libermann, 318 - Cidade São Francisco, São Paulo - SP, 05353-160, Brazil
289;31419;43045;2787385;-2.353.415;-4.639.419;UBS J FANGANIELLO;RUA FRANCISCO NUNES CUBAS;60;LAJEADO;(11)25576698;8450460.0;SP;São Paulo;2016;5;-23.5470987;-46.3959574;R. Francisco Nunes Cubas, 60 - Lageado, São Paulo - SP, 08450-465, Brazil
290;31424;43080;2788101;-2.359.451;-4.668.464;UBS MILTON SANTOS;AV CECI;2249;PLANALTO PAULISTA;(11) 5581-0426;4065004.0;SP;São Paulo;2016;5;-23.6288207;-46.6463032;Av. Ceci, 2249 - Planalto Paulista, São Paulo - SP, 04065-004, Brazil
291;31425;42927;2774828;-23.518.520.593.642.500;-464.924.669.265.734;AMA UBS INTEGRADA J TRES MARIAS MAURICIO ZAMIJOVSKY;RUA BRENO ACCIOLI;19;VILA SAO FRANCISCO;(11)2280.4388;3676040.0;SP;São Paulo;2016;5;-23.5185943;-46.4922721;R. Breno Aciole, 19 - Jardim Três Marias, São Paulo - SP, 03676-040, Brazil
292;31427;43016;2786907;-23.554.215.431.212.600;-464.652.800.559.984;AMA UBS INTEGRADA CIDADE LIDER I;AV DR FRANCISCO MUNHOZ FILHO;379;CIDADE LIDER;(11)27411563;8280000.0;SP;São Paulo;2016;5;-23.5540726;-46.46503;Av. Dr. Francisco Munhoz Filho, 379 - Cidade Líder, São Paulo - SP, 08280-000, Brazil
293;31431;43138;2789051;-23.492.642.641.066.700;-46.585.185.527.800.200;AMA UBS INTEGRADA VILA MEDEIROS;R EURICO SODRE;353;VILA MEDEIROS;(11)29815578;2215010.0;SP;São Paulo;2016;5;-23.4923905;-46.5851658;R. Euríco Sodré, 353 - Vila Medeiros, São Paulo - SP, 02215-010, Brazil
294;31435;43108;2788616;-2.358.598;-46.766.709.999.999.900;UBS STA LUCIA;RUA CARMELO CALI;26;VILA SANTA LUCIA;(11)58985400;4940070.0;SP;São Paulo;2016;5;-23.6891248;-46.766122;R. Carmelo Cali, 26 - Vila Santa Lucia, São Paulo - SP, 04940-070, Brazil
295;31438;43106;2788586;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS SILMARYA REJANE MARCOLINO SOUZA;RUA EUVALDO AUGUSTO FREIRE;20;BRASILANDIA;(11)39231520;2855030.0;SP;São Paulo;2016;5;-23.4546049;-46.6995339;R. Euvaldo Augusto Freire, 20 - Jardim Carombe, São Paulo - SP, 02855-030, Brazil
296;31441;42923;2774763;-236.301.233;-467.733.128;UBS ARRASTAO FRANCISCO SCALAMANDRE SOBRINHO;RUA DOUTOR JOVIANO PACHECO AGUIRRE;255;CAMPO LIMPO;(11) 58412654;5788290.0;SP;São Paulo;2016;5;-23.6344474;-46.7770278;R. Dr. Joviano Pachêco de Aguirre, 255 - Jardim Bom Refugio, São Paulo - SP, 05788-290, Brazil
297;31447;43069;2787962;-23.548.000.000.000.000;-46.636;UBS JACANA;RUA SAO GERALDINO;222;V CONSTANCIA;(11)22400065;2258220.0;SP;São Paulo;2016;5;-23.4747105;-46.5804149;R. São Geraldino, 222 - Jaçanã, São Paulo - SP, 02258-220, Brazil
298;31448;43040;2787237;-2.350.028;-464.141.557;UBS J CAMPOS;RUA CRESCENTE;97;ITAIM PAULISTA;2035-4922/3808-2655;8160080.0;SP;São Paulo;2016;5;-23.512391;-46.4091294;R. Crescente, 97 - Jardim Bartira, São Paulo - SP, 08152-090, Brazil
299;31449;43061;2787717;-235.246.038.436.883;-464.179.229.736.315;UBS J ROBRU GUAIANAZES;AV NORDESTINA;5593;GUAIANAZES;(11)20351860;8431410.0;SP;São Paulo;2016;5;-23.5262326;-46.4180971;Av. Nordestina, 5593 - Guaianases, São Paulo - SP, 08032-000, Brazil
300;31450;43119;2788748;-236.806.762.218.468;-466.863.369.941.698;UBS V ARRIETE DECIO PACHECO PEDROSO;RUA JULIETA DE ARAUJO ALMEIDA;44;JAD ARAUJO ALMEIDA;(11)5611 4046;4445010.0;SP;São Paulo;2016;5;-23.6805646;-46.686512;R. Julieta de Araújo Almeida, 44 - Vila Arriete, São Paulo - SP, 04445-010, Brazil
301;31458;43025;2787008;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS DOMINGOS MANTELLI;RUA POVOADO DO RIO NOVO;1778;PIRITUBA;(11)39743829;2956020.0;SP;São Paulo;2016;5;-23.4703121;-46.7216601;R. Povoado do Rio Novo, São Paulo - SP, 02675-031, Brazil
302;31460;43043;2787296;-23.548.000.000.000.000;-46.636;UBS JARDIM COLONIAL;JOSE RODRIGUES SANTAREN AV;464;JARDIM COLONIAL;(11)29190554;3968010.0;SP;São Paulo;2016;5;-23.6019748;-46.4720245;Av. José Rodrigues Santarém, 464 - São Mateus, São Paulo - SP, 03968-010, Brazil
303;31462;43107;2788608;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS STA INES;RUA FREI FIDELIS MOTA;1001;PRQ CRUZEIRO DO SUL;(11)2297-9669;8070130.0;SP;São Paulo;2016;5;-23.4925095;-46.4594682;Rua Frei Fidelis Mota, 1001 - Parque Cruzeiro do Sul, São Paulo - SP, 08070-300, Brazil
304;31467;43073;2787989;-2.350.955;-46.398.070.000.000.000;UBS J INDAIA;RUA ANTONIO LEME DA GUERRA;182;ITAIM PAULISTA;(11)2561-7904;8141130.0;SP;São Paulo;2016;5;-23.5157185;-46.3977973;R. Antônio Leme da Guerra, 182 - Jardim Indaia, São Paulo - SP, 08141-130, Brazil
305;31469;42854;2766019;-235.300.863;-46.397.169.700.000.000;UBS PRIMEIRO DE OUTUBRO;TRAVESSA ACUCENA DO BREJO;16;VILA LOURDES;(11)20358010;8452590.0;SP;São Paulo;2016;5;-23.530156;-46.3977869;Tv. Açucena-do-Brejo, 16 - Vila Lourdes, São Paulo - SP, 08452-590, Brazil
306;31471;43055;2787539;-2.366.938;-46.74;UBS J KAGOHARA;RUA DOS TEMAS;25;JARDIM KAGOHARA;(11) 58985353;4938000.0;SP;São Paulo;2016;5;-23.688607;-46.759491;R. dos Temas, 25 - Jardim Kagohara, São Paulo - SP, 04938-000, Brazil
307;31473;43082;2788136;-23.548.000.000.000.000;-46.636;UBS MOINHO VELHO;PRACA DOMINGOS COELHO;5;PIRITUBA;(11)39767601;2933180.0;SP;São Paulo;2016;5;-23.4952933;-46.7125676;Praça Domingos Coelho, 5 - Vila Pereira Cerca, São Paulo - SP, 02933-160, Brazil
308;31476;43151;2789272;-23.548.000.000.000.000;-46.636;UBS VILA ZATT;RUA MONSENHOR MANOEL GOMES;77;VILA ZATT;(11)39752116;2975120.0;SP;São Paulo;2016;5;-23.477222;-46.7112527;R. Monsenhor Manoel Gomes, 77 - Pirituba, São Paulo - SP, 02975-120, Brazil
309;31477;43156;2789299;-2.365.275;-4.660.556;UBS VARGINHA;R HENRIQUE MUZZIO;383;VARGINHA;(11)55272709;4857040.0;SP;São Paulo;2016;5;-23.7851135;-46.6836743;Rua Henrique Muzzio, 383 - Jardim Varginha, São Paulo - SP, 04857-040, Brazil
310;31481;43143;2789159;-23.546.789.999.999.900;-466.888;UBS FATIMA DE JESUS VIANA ROSA;RUA URUPEVA;219;VILA PENTEADO;(11)38518201;2866080.0;SP;São Paulo;2016;5;-23.4668961;-46.6807204;R. Urupeva, 219 - Vila Penteado, São Paulo - SP, 02866-080, Brazil
311;31482;43130;2788926;-23.548.000.000.000.000;-46.636;UBS V GRANADA ALFREDO F PAULINO FILHO;R MADALENA JULIA;60;VILA GRANADA;(11)29571194;3660010.0;SP;São Paulo;2016;5;-23.5235918;-46.5086835;R. Madalena Júlia, 60 - Vila Re, São Paulo - SP, 03660-010, Brazil
312;31483;43097;2788454;-23.567.386.499.999.900;-4.657.038.318.211.270;AMA UBS INTEGRADA PQ STO ANTONIO;RUA MANOEL BORDALO PINHEIRO;100;PARQUE SANTO ANTONIO;(11)55114249;5850230.0;SP;São Paulo;2016;5;-23.6579084;-46.7562903;R. Manuel Bordalo Pinheiro, 100 - Parque Santo Antônio, São Paulo - SP, 05850-230, Brazil
313;31486;43144;2789167;-23.548.000.000.000.000;-46.636;AMA UBS INTEGRADA VILA PEREIRA BARRETO;RUA DOM MANOEL D EL BOUK;76;JARDIM SAO JOSE;(11)39778098;2932110.0;SP;São Paulo;2016;5;-23.487625;-46.71320739999999;Rua Dom Manuel D'Elboux, 76 - Vila Pereira Cerca, São Paulo - SP, 02932-110, Brazil
314;31487;43048;2787423;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS J GUARUJA;RUA JOAO DE ALMADA;25;J GUARUJA;(11)58735089;5875300.0;SP;São Paulo;2016;5;-23.6924143;-46.7878729;R. João de Almada, 25 - Parque Independencia, São Paulo - SP, 05875-300, Brazil
315;31489;43041;2787261;-236.356.896;-46.763.344.599.999.900;UBS JARDIM CIDADE PIRITUBA;RUA COMENDADOR FEIZ ZARZUR;640;JARDIM CIDADE PIRITU;(11)39748210;2942000.0;SP;São Paulo;2016;5;-23.4776598;-46.7209944;Rua Comendador Feiz Zarzur, 640 - Jardim Cidade Pirituba, São Paulo - SP, 02942-000, Brazil
316;31490;43155;2789205;-2.364.852;-4.675.611;AMA UBS INTEGRADA VILA PREL ANTONIO BERNARDES DE OLIVEIRA;RUA THEREZA MAIA PINTO;11;VILA PREL;(11) 55111630;5780390.0;SP;São Paulo;2016;5;-23.6484899;-46.7539377;Rua Thereza Maia Pinto, 11 - Vila Prel, São Paulo - SP, 05777-000, Brazil
317;31499;43039;2787229;-237.716.138.362.878;-46.712.751.388.548.400;UBS JARDIM CAMPINAS;RUA DAS PLEIADES;S/N;JARDIM MARIA AMALIA;5527-3460/5527-2000;4858550.0;SP;São Paulo;2016;5;-23.7731804;-46.7133929;R. das Pleiades - Jardim Maria Amalia, São Paulo - SP, Brazil
318;31500;43026;2787024;-23.567.386.499.999.900;-4.657.038.318.211.270;AMA UBS INTEGRADA ELISIO TEIXEIRA LEITE;RUA JOAO AMADO COUTINHO;400;JARAGUA;(11)3972-0333;2815000.0;SP;São Paulo;2016;5;-23.4465182;-46.714503;R. João Amado Coutinho, 400 - Conj. Res. Elisio Teixeira Leite, São Paulo - SP, 02675-031, Brazil
