;origem;destino;caminho
0;3804;3804;['3804']
1;3804;3772;['3804', '26150', '45004', '3772']
2;3804;4310;['3804', '44135', '4310']
3;3804;5558;['3804', '26150', '5558']
4;3804;5715;['3804', '44135', '15969', '5715']
5;3804;6129;['3804', '39740', '6129']
6;3804;7326;['3804', '44135', '15969', '7326']
7;3804;7273;['3804', '44135', '7273']
8;3804;7961;['3804', '26150', '45004', '7961']
9;3804;29672;['3804', '18087', '29675', '29672']
10;3804;9111;['3804', '14398', '9111']
11;3804;9718;['3804', '44135', '9718']
12;3804;9783;['3804', '16475', '9783']
13;3804;9784;['3804', '44135', '4310', '9784']
14;3804;10836;['3804', '10836']
15;3804;10890;['3804', '10890']
16;3804;11849;['3804', '14398', '11849']
17;3804;12518;['3804', '14398', '12518']
18;3804;13323;['3804', '13323']
19;3804;13648;['3804', '16475', '13648']
20;3804;13802;['3804', '16475', '48254', '13802']
21;3804;14398;['3804', '14398']
22;3804;15969;['3804', '44135', '15969']
23;3804;15962;['3804', '15962']
24;3804;15711;['3804', '26150', '45004', '15711']
25;3804;16475;['3804', '16475']
26;3804;17076;['3804', '17076']
27;3804;17079;['3804', '17079']
28;3804;18087;['3804', '18087']
29;3804;18090;['3804', '44135', '15969', '45267', '18090']
30;3804;18192;['3804', '18192']
31;3804;20325;['3804', '44135', '15969', '20325']
32;3804;26145;['3804', '18192', '26145']
33;3804;26150;['3804', '26150']
34;3804;27891;['3804', '44135', '27891']
35;3804;27886;['3804', '27886']
36;3804;28747;['3804', '43962', '28747']
37;3804;28560;['3804', '28560']
38;3804;28564;['3804', '18087', '29675', '35833', '28564']
39;3804;28629;['3804', '44135', '44971', '28629']
40;3804;28536;['3804', '16475', '48254', '28536']
41;3804;28640;['3804', '28640']
42;3804;28549;['3804', '28549']
43;3804;28634;['3804', '28634']
44;3804;28649;['3804', '44135', '4310', '28649']
45;3804;28745;['3804', '18087', '29675', '28745']
46;3804;29670;['3804', '29670']
47;3804;29669;['3804', '18087', '29675', '29669']
48;3804;29679;['3804', '29679']
49;3804;29675;['3804', '18087', '29675']
50;3804;29680;['3804', '39736', '29680']
51;3804;29678;['3804', '16475', '29678']
52;3804;29677;['3804', '18087', '29675', '35833', '29677']
53;3804;29676;['3804', '39740', '29676']
54;3804;29673;['3804', '29673']
55;3804;29674;['3804', '16475', '29674']
56;3804;29671;['3804', '18087', '29675', '29671']
57;3804;29681;['3804', '29681']
58;3804;29716;['3804', '15962', '29716']
59;3804;32356;['3804', '13323', '781', '32356']
60;3804;32285;['3804', '16475', '45262', '32285']
61;3804;33013;['3804', '16475', '33013']
62;3804;34557;['3804', '16475', '45748', '34557']
63;3804;35600;['3804', '18087', '35600']
64;3804;35867;['3804', '39740', '35867']
65;3804;35776;['3804', '39740', '35800', '35776']
66;3804;35613;['3804', '35613']
67;3804;35814;['3804', '16475', '48254', '35814']
68;3804;35727;['3804', '44720', '35727']
69;3804;35856;['3804', '16475', '35856']
70;3804;35777;['3804', '16475', '35777']
71;3804;35800;['3804', '39740', '35800']
72;3804;35603;['3804', '18087', '29675', '35833', '35603']
73;3804;35861;['3804', '16475', '48254', '35861']
74;3804;35601;['3804', '18087', '29675', '35601']
75;3804;35833;['3804', '18087', '29675', '35833']
76;3804;39810;['3804', '44135', '15969', '39810']
77;3804;39800;['3804', '14398', '39800']
78;3804;39733;['3804', '44135', '39733']
79;3804;39812;['3804', '18087', '39812']
80;3804;39811;['3804', '39811']
81;3804;39799;['3804', '43962', '39799']
82;3804;39729;['3804', '39740', '39729']
83;3804;39744;['3804', '39744']
84;3804;39731;['3804', '17079', '39731']
85;3804;39753;['3804', '44135', '15969', '39753']
86;3804;39742;['3804', '16475', '9783', '39742']
87;3804;39749;['3804', '39749']
88;3804;39730;['3804', '18087', '39730']
89;3804;39870;['3804', '18087', '29675', '39870']
90;3804;39750;['3804', '46710', '39750']
91;3804;39737;['3804', '18087', '29675', '39737']
92;3804;39767;['3804', '16475', '48254', '39767']
93;3804;39739;['3804', '39739']
94;3804;39728;['3804', '39740', '39728']
95;3804;39743;['3804', '39743']
96;3804;39745;['3804', '44135', '39745']
97;3804;39740;['3804', '39740']
98;3804;39752;['3804', '39752']
99;3804;39751;['3804', '14398', '43791', '39751']
100;3804;39894;['3804', '44135', '15969', '39894']
101;3804;39732;['3804', '44135', '39732']
102;3804;39910;['3804', '16475', '45748', '39910']
103;3804;39734;['3804', '44135', '39734']
104;3804;39765;['3804', '14398', '39765']
105;3804;39736;['3804', '39736']
106;3804;39735;['3804', '44135', '39735']
107;3804;39738;['3804', '39740', '39738']
108;3804;39766;['3804', '10836', '39766']
109;3804;39746;['3804', '44135', '15969', '39746']
110;3804;39741;['3804', '43962', '39741']
111;3804;39747;['3804', '44135', '39747']
112;3804;39748;['3804', '39749', '39748']
113;3804;39764;['3804', '39740', '39764']
114;3804;39754;['3804', '14398', '39754']
115;3804;42481;['3804', '42481']
116;3804;42483;['3804', '18087', '29675', '42483']
117;3804;42480;['3804', '26150', '42480']
118;3804;42482;['3804', '18087', '42482']
119;3804;43247;['3804', '44135', '15969', '43247']
120;3804;43965;['3804', '44135', '7273', '43965']
121;3804;43963;['3804', '44135', '15969', '43963']
122;3804;43964;['3804', '44135', '44971', '28629', '43964']
123;3804;43962;['3804', '43962']
124;3804;43791;['3804', '14398', '43791']
125;3804;43790;['3804', '43790']
126;3804;44114;['3804', '16475', '44114']
127;3804;44135;['3804', '44135']
128;3804;44387;['3804', '39752', '44387']
129;3804;44795;['3804', '44795']
130;3804;44770;['3804', '44770']
131;3804;44720;['3804', '44720']
132;3804;44486;['3804', '45275', '44486']
133;3804;44692;['3804', '44692']
134;3804;44842;['3804', '16475', '44842']
135;3804;44915;['3804', '39749', '44915']
136;3804;44974;['3804', '18087', '29675', '44974']
137;3804;44971;['3804', '44135', '44971']
138;3804;45144;['3804', '39740', '45144']
139;3804;44914;['3804', '14398', '44914']
140;3804;45004;['3804', '26150', '45004']
141;3804;44951;['3804', '18087', '44951']
142;3804;44811;['3804', '44811']
143;3804;44837;['3804', '16475', '44842', '44837']
144;3804;44843;['3804', '16475', '44842', '44843']
145;3804;44812;['3804', '44812']
146;3804;44910;['3804', '44910']
147;3804;44836;['3804', '16475', '44836']
148;3804;45262;['3804', '16475', '45262']
149;3804;45274;['3804', '44135', '45274']
150;3804;45273;['3804', '44135', '45273']
151;3804;45265;['3804', '18087', '29675', '45265']
152;3804;45275;['3804', '45275']
153;3804;45281;['3804', '18087', '42482', '45281']
154;3804;45267;['3804', '44135', '15969', '45267']
155;3804;45586;['3804', '45586']
156;3804;45877;['3804', '18087', '29675', '45265', '45877']
157;3804;45715;['3804', '18087', '29675', '35833', '45715']
158;3804;45917;['3804', '45917']
159;3804;45913;['3804', '44135', '15969', '45913']
160;3804;45727;['3804', '43962', '45727']
161;3804;45748;['3804', '16475', '45748']
162;3804;45723;['3804', '43962', '45723']
163;3804;45993;['3804', '45993']
164;3804;45957;['3804', '45957']
165;3804;46176;['3804', '39740', '46176']
166;3804;46036;['3804', '46036']
167;3804;46074;['3804', '46074']
168;3804;46256;['3804', '16475', '46256']
169;3804;46172;['3804', '46172']
170;3804;46066;['3804', '13323', '46066']
171;3804;46189;['3804', '18087', '29675', '46189']
172;3804;46155;['3804', '46155']
173;3804;46270;['3804', '46270']
174;3804;46243;['3804', '39740', '46243']
175;3804;46708;['3804', '46708']
176;3804;46710;['3804', '46710']
177;3804;46709;['3804', '46709']
178;3804;46715;['3804', '14398', '46715']
179;3804;46758;['3804', '16475', '46758']
180;3804;46724;['3804', '16475', '46724']
181;3804;47819;['3804', '16475', '47819']
182;3804;48331;['3804', '44135', '48331']
183;3804;48254;['3804', '16475', '48254']
184;3804;48330;['3804', '44135', '48330']
185;3804;48061;['3804', '18087', '29675', '48061']
186;3804;48187;['3804', '48187']
187;3804;48510;['3804', '48510']
188;3804;50973;['3804', '39752', '50973']
189;3804;50917;['3804', '16475', '48254', '50917']
190;3804;50974;['3804', '50974']
191;3804;50976;['3804', '14398', '50976']
192;3804;50918;['3804', '16475', '48254', '50918']
193;3804;50972;['3804', '50972']
194;3804;49994;['3804', '18087', '29675', '49994']
195;3804;50547;['3804', '50547']
196;3804;50978;['3804', '14398', '50978']
197;3804;50383;['3804', '18087', '50383']
198;3804;50274;['3804', '39740', '50274']
199;3804;50952;['3804', '39752', '44387', '50952']
200;3804;203;['3804', '39752', '203']
201;3804;267;['3804', '267']
202;3804;781;['3804', '13323', '781']
203;3804;927;['3804', '15962', '927']
204;3804;1992;['3804', '44135', '15969', '1992']
205;3804;2171;['3804', '26150', '45004', '2171']
206;3804;835;['3804', '835']
207;3804;902;['3804', '44135', '15969', '902']
208;3804;1988;['3804', '1988']
209;3772;3772;['3772']
210;3772;3804;['3772', '39732', '26150', '3804']
211;3772;4310;['3772', '27891', '4310']
212;3772;5558;['3772', '5558']
213;3772;5715;['3772', '39810', '5715']
214;3772;6129;['3772', '39732', '26150', '39740', '6129']
215;3772;7326;['3772', '39810', '7326']
216;3772;7273;['3772', '7273']
217;3772;7961;['3772', '7961']
218;3772;29672;['3772', '39732', '26150', '18087', '29675', '29672']
219;3772;9111;['3772', '9111']
220;3772;9718;['3772', '39732', '9718']
221;3772;9783;['3772', '39732', '26150', '16475', '9783']
222;3772;9784;['3772', '39894', '9784']
223;3772;10836;['3772', '39732', '26150', '10836']
224;3772;10890;['3772', '39732', '46710', '10890']
225;3772;11849;['3772', '39732', '46710', '11849']
226;3772;12518;['3772', '5558', '12518']
227;3772;13323;['3772', '39732', '26150', '13323']
228;3772;13648;['3772', '39732', '26150', '16475', '13648']
229;3772;13802;['3772', '39732', '46710', '13802']
230;3772;14398;['3772', '39732', '26150', '14398']
231;3772;15969;['3772', '27891', '15969']
232;3772;15962;['3772', '39732', '26150', '45957', '15962']
233;3772;15711;['3772', '45004', '15711']
234;3772;16475;['3772', '39732', '26150', '16475']
235;3772;17076;['3772', '39732', '46710', '17076']
236;3772;17079;['3772', '39732', '9718', '17079']
237;3772;18087;['3772', '39732', '26150', '18087']
238;3772;18090;['3772', '39894', '18090']
239;3772;18192;['3772', '39732', '46710', '29679', '18192']
240;3772;20325;['3772', '20325']
241;3772;26145;['3772', '39732', '39750', '26145']
242;3772;26150;['3772', '39732', '26150']
243;3772;27891;['3772', '27891']
244;3772;27886;['3772', '39732', '9718', '27886']
245;3772;28747;['3772', '39732', '26150', '43962', '28747']
246;3772;28560;['3772', '39732', '46710', '28560']
247;3772;28564;['3772', '39732', '26150', '18087', '29675', '35833', '28564']
248;3772;28629;['3772', '39894', '28629']
249;3772;28536;['3772', '39732', '46710', '28536']
250;3772;28640;['3772', '39732', '26150', '28640']
251;3772;28549;['3772', '39732', '26150', '28549']
252;3772;28634;['3772', '39732', '26150', '28634']
253;3772;28649;['3772', '39894', '28649']
254;3772;28745;['3772', '39732', '26150', '18087', '29675', '28745']
255;3772;29670;['3772', '39894', '29670']
256;3772;29669;['3772', '39732', '26150', '18087', '29675', '29669']
257;3772;29679;['3772', '39732', '46710', '29679']
258;3772;29675;['3772', '39732', '26150', '18087', '29675']
259;3772;29680;['3772', '39732', '46710', '39736', '29680']
260;3772;29678;['3772', '39732', '26150', '16475', '29678']
261;3772;29677;['3772', '39732', '26150', '18087', '29675', '35833', '29677']
262;3772;29676;['3772', '39732', '26150', '39740', '29676']
263;3772;29673;['3772', '39732', '46710', '29673']
264;3772;29674;['3772', '39732', '26150', '16475', '29674']
265;3772;29671;['3772', '39732', '26150', '18087', '29675', '29671']
266;3772;29681;['3772', '39732', '46710', '29681']
267;3772;29716;['3772', '39732', '26150', '45957', '29716']
268;3772;32356;['3772', '39732', '26150', '13323', '781', '32356']
269;3772;32285;['3772', '39732', '26150', '16475', '45262', '32285']
270;3772;33013;['3772', '39732', '26150', '16475', '33013']
271;3772;34557;['3772', '39732', '26150', '16475', '45748', '34557']
272;3772;35600;['3772', '39732', '26150', '18087', '35600']
273;3772;35867;['3772', '39732', '26150', '39740', '35867']
274;3772;35776;['3772', '39732', '46710', '35776']
275;3772;35613;['3772', '39732', '46710', '35613']
276;3772;35814;['3772', '39732', '46710', '35814']
277;3772;35727;['3772', '39732', '26150', '18087', '35727']
278;3772;35856;['3772', '39732', '26150', '16475', '35856']
279;3772;35777;['3772', '39732', '26150', '16475', '35777']
280;3772;35800;['3772', '39732', '26150', '39740', '35800']
281;3772;35603;['3772', '39732', '26150', '18087', '29675', '35833', '35603']
282;3772;35861;['3772', '39732', '46710', '35861']
283;3772;35601;['3772', '39732', '26150', '18087', '29675', '35601']
284;3772;35833;['3772', '39732', '26150', '18087', '29675', '35833']
285;3772;39810;['3772', '39810']
286;3772;39800;['3772', '5558', '39800']
287;3772;39733;['3772', '48331', '39733']
288;3772;39812;['3772', '39732', '26150', '18087', '39812']
289;3772;39811;['3772', '39732', '26150', '39811']
290;3772;39799;['3772', '39732', '26150', '43962', '39799']
291;3772;39729;['3772', '39732', '46710', '39729']
292;3772;39744;['3772', '39894', '39744']
293;3772;39731;['3772', '27891', '39731']
294;3772;39753;['3772', '39753']
295;3772;39742;['3772', '39732', '26150', '16475', '9783', '39742']
296;3772;39749;['3772', '39732', '46710', '39749']
297;3772;39730;['3772', '39732', '26150', '18087', '39730']
298;3772;39870;['3772', '39732', '26150', '18087', '29675', '39870']
299;3772;39750;['3772', '39732', '39750']
300;3772;39737;['3772', '39732', '26150', '18087', '29675', '39737']
301;3772;39767;['3772', '39732', '46710', '39767']
302;3772;39739;['3772', '39732', '46710', '39739']
303;3772;39728;['3772', '39732', '26150', '39740', '39728']
304;3772;39743;['3772', '39894', '39743']
305;3772;39745;['3772', '39894', '39745']
306;3772;39740;['3772', '39732', '26150', '39740']
307;3772;39752;['3772', '39732', '26150', '39752']
308;3772;39751;['3772', '39732', '46710', '39751']
309;3772;39894;['3772', '39894']
310;3772;39732;['3772', '39732']
311;3772;39910;['3772', '39732', '46710', '39910']
312;3772;39734;['3772', '39734']
313;3772;39765;['3772', '46715', '39765']
314;3772;39736;['3772', '39732', '46710', '39736']
315;3772;39735;['3772', '39735']
316;3772;39738;['3772', '39732', '46710', '50972', '39738']
317;3772;39766;['3772', '39732', '26150', '10836', '39766']
318;3772;39746;['3772', '45004', '39746']
319;3772;39741;['3772', '39732', '26150', '43962', '39741']
320;3772;39747;['3772', '39732', '39747']
321;3772;39748;['3772', '39732', '39748']
322;3772;39764;['3772', '39732', '26150', '39740', '39764']
323;3772;39754;['3772', '48331', '39733', '39754']
324;3772;42481;['3772', '39894', '42481']
325;3772;42483;['3772', '39732', '26150', '18087', '29675', '42483']
326;3772;42480;['3772', '42480']
327;3772;42482;['3772', '39732', '26150', '18087', '42482']
328;3772;43247;['3772', '43247']
329;3772;43965;['3772', '43965']
330;3772;43963;['3772', '43963']
331;3772;43964;['3772', '39894', '43964']
332;3772;43962;['3772', '39732', '26150', '43962']
333;3772;43791;['3772', '39732', '46710', '43791']
334;3772;43790;['3772', '39732', '43790']
335;3772;44114;['3772', '39732', '26150', '16475', '44114']
336;3772;44135;['3772', '39732', '44135']
337;3772;44387;['3772', '39732', '26150', '39752', '44387']
338;3772;44795;['3772', '39732', '46710', '44795']
339;3772;44770;['3772', '39732', '26150', '44770']
340;3772;44720;['3772', '39732', '26150', '3804', '44720']
341;3772;44486;['3772', '39732', '46710', '45275', '44486']
342;3772;44692;['3772', '39732', '46710', '44692']
343;3772;44842;['3772', '39732', '26150', '16475', '44842']
344;3772;44915;['3772', '39732', '46710', '44915']
345;3772;44974;['3772', '39732', '26150', '18087', '29675', '44974']
346;3772;44971;['3772', '27891', '44971']
347;3772;45144;['3772', '39732', '46710', '45144']
348;3772;44914;['3772', '39732', '46710', '44914']
349;3772;45004;['3772', '45004']
350;3772;44951;['3772', '39732', '26150', '18087', '44951']
351;3772;44811;['3772', '39894', '44811']
352;3772;44837;['3772', '39732', '26150', '16475', '44842', '44837']
353;3772;44843;['3772', '39732', '26150', '16475', '44842', '44843']
354;3772;44812;['3772', '39732', '26150', '44812']
355;3772;44910;['3772', '39732', '46710', '44910']
356;3772;44836;['3772', '39732', '26150', '16475', '44836']
357;3772;45262;['3772', '39732', '26150', '16475', '45262']
358;3772;45274;['3772', '45274']
359;3772;45273;['3772', '27891', '45273']
360;3772;45265;['3772', '39732', '26150', '18087', '29675', '45265']
361;3772;45275;['3772', '39732', '46710', '45275']
362;3772;45281;['3772', '39732', '26150', '18087', '42482', '45281']
363;3772;45267;['3772', '39810', '45267']
364;3772;45586;['3772', '39732', '45586']
365;3772;45877;['3772', '39732', '26150', '18087', '29675', '45265', '45877']
366;3772;45715;['3772', '39732', '26150', '18087', '29675', '35833', '45715']
367;3772;45917;['3772', '39732', '46710', '45917']
368;3772;45913;['3772', '45913']
369;3772;45727;['3772', '39732', '26150', '43962', '45727']
370;3772;45748;['3772', '39732', '26150', '16475', '45748']
371;3772;45723;['3772', '39732', '26150', '43962', '45723']
372;3772;45993;['3772', '39894', '45993']
373;3772;45957;['3772', '39732', '26150', '45957']
374;3772;46176;['3772', '39732', '26150', '39740', '46176']
375;3772;46036;['3772', '39732', '46710', '46036']
376;3772;46074;['3772', '39732', '46710', '46074']
377;3772;46256;['3772', '39732', '26150', '16475', '46256']
378;3772;46172;['3772', '39732', '46172']
379;3772;46066;['3772', '39732', '26150', '13323', '46066']
380;3772;46189;['3772', '39732', '26150', '18087', '29675', '46189']
381;3772;46155;['3772', '39732', '46155']
382;3772;46270;['3772', '39732', '26150', '46270']
383;3772;46243;['3772', '39732', '26150', '39740', '46243']
384;3772;46708;['3772', '39732', '46708']
385;3772;46710;['3772', '39732', '46710']
386;3772;46709;['3772', '39732', '46709']
387;3772;46715;['3772', '46715']
388;3772;46758;['3772', '39732', '26150', '16475', '46758']
389;3772;46724;['3772', '39732', '26150', '16475', '46724']
390;3772;47819;['3772', '39732', '26150', '16475', '47819']
391;3772;48331;['3772', '48331']
392;3772;48254;['3772', '39732', '26150', '16475', '48254']
393;3772;48330;['3772', '39732', '48330']
394;3772;48061;['3772', '39732', '26150', '18087', '29675', '48061']
395;3772;48187;['3772', '39732', '46710', '48187']
396;3772;48510;['3772', '39732', '46710', '48510']
397;3772;50973;['3772', '39732', '26150', '39752', '50973']
398;3772;50917;['3772', '39732', '46710', '50917']
399;3772;50974;['3772', '39732', '46710', '50974']
400;3772;50976;['3772', '48331', '39733', '50976']
401;3772;50918;['3772', '39732', '46710', '50918']
402;3772;50972;['3772', '39732', '46710', '50972']
403;3772;49994;['3772', '39732', '26150', '18087', '29675', '49994']
404;3772;50547;['3772', '39732', '26150', '50547']
405;3772;50978;['3772', '46715', '50978']
406;3772;50383;['3772', '39732', '26150', '18087', '50383']
407;3772;50274;['3772', '39732', '26150', '39740', '50274']
408;3772;50952;['3772', '39732', '26150', '39752', '44387', '50952']
409;3772;203;['3772', '39732', '26150', '39752', '203']
410;3772;267;['3772', '39732', '46710', '267']
411;3772;781;['3772', '39732', '26150', '13323', '781']
412;3772;927;['3772', '39732', '26150', '45957', '927']
413;3772;1992;['3772', '1992']
414;3772;2171;['3772', '2171']
415;3772;835;['3772', '39732', '46710', '835']
416;3772;902;['3772', '902']
417;3772;1988;['3772', '39732', '46710', '1988']
418;4310;4310;['4310']
419;4310;3804;['4310', '26150', '3804']
420;4310;3772;['4310', '15969', '3772']
421;4310;5558;['4310', '15969', '45004', '5558']
422;4310;5715;['4310', '18090', '5715']
423;4310;6129;['4310', '26150', '39740', '6129']
424;4310;7326;['4310', '7326']
425;4310;7273;['4310', '7273']
426;4310;7961;['4310', '7961']
427;4310;29672;['4310', '26150', '18087', '29675', '29672']
428;4310;9111;['4310', '43965', '9111']
429;4310;9718;['4310', '9718']
430;4310;9783;['4310', '26150', '16475', '9783']
431;4310;9784;['4310', '9784']
432;4310;10836;['4310', '26150', '10836']
433;4310;10890;['4310', '46710', '10890']
434;4310;11849;['4310', '46710', '11849']
435;4310;12518;['4310', '9784', '12518']
436;4310;13323;['4310', '26150', '13323']
437;4310;13648;['4310', '26150', '16475', '13648']
438;4310;13802;['4310', '46710', '13802']
439;4310;14398;['4310', '26150', '14398']
440;4310;15969;['4310', '15969']
441;4310;15962;['4310', '26150', '45957', '15962']
442;4310;15711;['4310', '9784', '15711']
443;4310;16475;['4310', '26150', '16475']
444;4310;17076;['4310', '46710', '17076']
445;4310;17079;['4310', '45273', '17079']
446;4310;18087;['4310', '26150', '18087']
447;4310;18090;['4310', '18090']
448;4310;18192;['4310', '46710', '29679', '18192']
449;4310;20325;['4310', '15969', '20325']
450;4310;26145;['4310', '39750', '26145']
451;4310;26150;['4310', '26150']
452;4310;27891;['4310', '27891']
453;4310;27886;['4310', '45273', '27886']
454;4310;28747;['4310', '28747']
455;4310;28560;['4310', '46710', '28560']
456;4310;28564;['4310', '28564']
457;4310;28629;['4310', '9784', '28629']
458;4310;28536;['4310', '46710', '28536']
459;4310;28640;['4310', '26150', '28640']
460;4310;28549;['4310', '26150', '28549']
461;4310;28634;['4310', '26150', '28634']
462;4310;28649;['4310', '28649']
463;4310;28745;['4310', '26150', '18087', '29675', '28745']
464;4310;29670;['4310', '29670']
465;4310;29669;['4310', '26150', '18087', '29675', '29669']
466;4310;29679;['4310', '46710', '29679']
467;4310;29675;['4310', '26150', '18087', '29675']
468;4310;29680;['4310', '46710', '39736', '29680']
469;4310;29678;['4310', '26150', '16475', '29678']
470;4310;29677;['4310', '26150', '18087', '29675', '35833', '29677']
471;4310;29676;['4310', '26150', '39740', '29676']
472;4310;29673;['4310', '46710', '29673']
473;4310;29674;['4310', '26150', '16475', '29674']
474;4310;29671;['4310', '26150', '18087', '29675', '29671']
475;4310;29681;['4310', '46710', '29681']
476;4310;29716;['4310', '26150', '45957', '29716']
477;4310;32356;['4310', '32356']
478;4310;32285;['4310', '26150', '16475', '45262', '32285']
479;4310;33013;['4310', '26150', '16475', '33013']
480;4310;34557;['4310', '26150', '16475', '45748', '34557']
481;4310;35600;['4310', '26150', '18087', '35600']
482;4310;35867;['4310', '26150', '39740', '35867']
483;4310;35776;['4310', '46710', '35776']
484;4310;35613;['4310', '46710', '35613']
485;4310;35814;['4310', '46710', '35814']
486;4310;35727;['4310', '26150', '18087', '35727']
487;4310;35856;['4310', '26150', '16475', '35856']
488;4310;35777;['4310', '26150', '16475', '35777']
489;4310;35800;['4310', '26150', '39740', '35800']
490;4310;35603;['4310', '35603']
491;4310;35861;['4310', '46710', '35861']
492;4310;35601;['4310', '26150', '18087', '29675', '35601']
493;4310;35833;['4310', '26150', '18087', '29675', '35833']
494;4310;39810;['4310', '15969', '39810']
495;4310;39800;['4310', '9784', '39800']
496;4310;39733;['4310', '39733']
497;4310;39812;['4310', '26150', '18087', '39812']
498;4310;39811;['4310', '26150', '39811']
499;4310;39799;['4310', '39799']
500;4310;39729;['4310', '46710', '39729']
501;4310;39744;['4310', '39744']
502;4310;39731;['4310', '45273', '39731']
503;4310;39753;['4310', '15969', '39753']
504;4310;39742;['4310', '26150', '16475', '9783', '39742']
505;4310;39749;['4310', '46710', '39749']
506;4310;39730;['4310', '26150', '18087', '39730']
507;4310;39870;['4310', '26150', '18087', '29675', '39870']
508;4310;39750;['4310', '39750']
509;4310;39737;['4310', '26150', '18087', '29675', '39737']
510;4310;39767;['4310', '46710', '39767']
511;4310;39739;['4310', '46710', '39739']
512;4310;39728;['4310', '26150', '39740', '39728']
513;4310;39743;['4310', '39743']
514;4310;39745;['4310', '39745']
515;4310;39740;['4310', '26150', '39740']
516;4310;39752;['4310', '26150', '39752']
517;4310;39751;['4310', '46710', '39751']
518;4310;39894;['4310', '39894']
519;4310;39732;['4310', '15969', '39732']
520;4310;39910;['4310', '46710', '39910']
521;4310;39734;['4310', '39734']
522;4310;39765;['4310', '48331', '39765']
523;4310;39736;['4310', '46710', '39736']
524;4310;39735;['4310', '39735']
525;4310;39738;['4310', '46710', '50972', '39738']
526;4310;39766;['4310', '26150', '10836', '39766']
527;4310;39746;['4310', '15969', '39746']
528;4310;39741;['4310', '39741']
529;4310;39747;['4310', '39747']
530;4310;39748;['4310', '39748']
531;4310;39764;['4310', '26150', '39740', '39764']
532;4310;39754;['4310', '39754']
533;4310;42481;['4310', '42481']
534;4310;42483;['4310', '26150', '18087', '29675', '42483']
535;4310;42480;['4310', '15969', '45004', '42480']
536;4310;42482;['4310', '26150', '18087', '42482']
537;4310;43247;['4310', '15969', '43247']
538;4310;43965;['4310', '43965']
539;4310;43963;['4310', '15969', '43963']
540;4310;43964;['4310', '43964']
541;4310;43962;['4310', '26150', '43962']
542;4310;43791;['4310', '46710', '43791']
543;4310;43790;['4310', '43790']
544;4310;44114;['4310', '26150', '16475', '44114']
545;4310;44135;['4310', '44135']
546;4310;44387;['4310', '26150', '39752', '44387']
547;4310;44795;['4310', '46710', '44795']
548;4310;44770;['4310', '26150', '44770']
549;4310;44720;['4310', '26150', '3804', '44720']
550;4310;44486;['4310', '46710', '45275', '44486']
551;4310;44692;['4310', '46710', '44692']
552;4310;44842;['4310', '26150', '16475', '44842']
553;4310;44915;['4310', '46710', '44915']
554;4310;44974;['4310', '26150', '18087', '29675', '44974']
555;4310;44971;['4310', '44971']
556;4310;45144;['4310', '46710', '45144']
557;4310;44914;['4310', '46710', '44914']
558;4310;45004;['4310', '15969', '45004']
559;4310;44951;['4310', '26150', '18087', '44951']
560;4310;44811;['4310', '44811']
561;4310;44837;['4310', '26150', '16475', '44842', '44837']
562;4310;44843;['4310', '26150', '16475', '44842', '44843']
563;4310;44812;['4310', '26150', '44812']
564;4310;44910;['4310', '46710', '44910']
565;4310;44836;['4310', '26150', '16475', '44836']
566;4310;45262;['4310', '26150', '16475', '45262']
567;4310;45274;['4310', '45274']
568;4310;45273;['4310', '45273']
569;4310;45265;['4310', '26150', '18087', '29675', '45265']
570;4310;45275;['4310', '46710', '45275']
571;4310;45281;['4310', '26150', '18087', '42482', '45281']
572;4310;45267;['4310', '45267']
573;4310;45586;['4310', '45586']
574;4310;45877;['4310', '45877']
575;4310;45715;['4310', '45715']
576;4310;45917;['4310', '46710', '45917']
577;4310;45913;['4310', '45913']
578;4310;45727;['4310', '45727']
579;4310;45748;['4310', '26150', '16475', '45748']
580;4310;45723;['4310', '45723']
581;4310;45993;['4310', '45993']
582;4310;45957;['4310', '26150', '45957']
583;4310;46176;['4310', '26150', '39740', '46176']
584;4310;46036;['4310', '46710', '46036']
585;4310;46074;['4310', '46710', '46074']
586;4310;46256;['4310', '26150', '16475', '46256']
587;4310;46172;['4310', '46172']
588;4310;46066;['4310', '26150', '13323', '46066']
589;4310;46189;['4310', '26150', '18087', '29675', '46189']
590;4310;46155;['4310', '46155']
591;4310;46270;['4310', '26150', '46270']
592;4310;46243;['4310', '26150', '39740', '46243']
593;4310;46708;['4310', '46708']
594;4310;46710;['4310', '46710']
595;4310;46709;['4310', '46709']
596;4310;46715;['4310', '43965', '46715']
597;4310;46758;['4310', '26150', '16475', '46758']
598;4310;46724;['4310', '26150', '16475', '46724']
599;4310;47819;['4310', '26150', '16475', '47819']
600;4310;48331;['4310', '48331']
601;4310;48254;['4310', '26150', '16475', '48254']
602;4310;48330;['4310', '48330']
603;4310;48061;['4310', '26150', '18087', '29675', '48061']
604;4310;48187;['4310', '46710', '48187']
605;4310;48510;['4310', '46710', '48510']
606;4310;50973;['4310', '26150', '39752', '50973']
607;4310;50917;['4310', '46710', '50917']
608;4310;50974;['4310', '46710', '50974']
609;4310;50976;['4310', '50976']
610;4310;50918;['4310', '46710', '50918']
611;4310;50972;['4310', '46710', '50972']
612;4310;49994;['4310', '26150', '18087', '29675', '49994']
613;4310;50547;['4310', '26150', '50547']
614;4310;50978;['4310', '48331', '50978']
615;4310;50383;['4310', '26150', '18087', '50383']
