;origem;destino;caminho
23753;39764;44974;['39764', '9783', '44974']
23754;39764;44971;['39764', '39738', '46710', '44971']
23755;39764;45144;['39764', '45144']
23756;39764;44914;['39764', '39738', '44914']
23757;39764;45004;['39764', '39738', '39750', '39732', '45004']
23758;39764;44951;['39764', '9783', '44951']
23759;39764;44811;['39764', '44811']
23760;39764;44837;['39764', '44842', '44837']
23761;39764;44843;['39764', '44842', '44843']
23762;39764;44812;['39764', '39728', '44812']
23763;39764;44910;['39764', '44910']
23764;39764;44836;['39764', '44836']
23765;39764;45262;['39764', '45262']
23766;39764;45274;['39764', '39738', '39750', '45274']
23767;39764;45273;['39764', '39738', '46710', '45273']
23768;39764;45265;['39764', '9783', '45265']
23769;39764;45275;['39764', '45275']
23770;39764;45281;['39764', '42482', '45281']
23771;39764;45267;['39764', '39738', '39750', '15969', '45267']
23772;39764;45586;['39764', '39728', '45586']
23773;39764;45877;['39764', '9783', '45265', '45877']
23774;39764;45715;['39764', '9783', '35833', '45715']
23775;39764;45917;['39764', '35800', '45917']
23776;39764;45913;['39764', '39738', '45913']
23777;39764;45727;['39764', '9783', '35833', '45727']
23778;39764;45748;['39764', '45748']
23779;39764;45723;['39764', '9783', '35833', '45723']
23780;39764;45993;['39764', '45993']
23781;39764;45957;['39764', '29678', '45957']
23782;39764;46176;['39764', '46176']
23783;39764;46036;['39764', '39738', '10890', '46036']
23784;39764;46074;['39764', '28560', '46074']
23785;39764;46256;['39764', '46256']
23786;39764;46172;['39764', '39738', '46172']
23787;39764;46066;['39764', '46066']
23788;39764;46189;['39764', '9783', '46189']
23789;39764;46155;['39764', '39738', '46155']
23790;39764;46270;['39764', '39728', '46270']
23791;39764;46243;['39764', '46243']
23792;39764;46708;['39764', '39738', '46708']
23793;39764;46710;['39764', '39738', '46710']
23794;39764;46709;['39764', '39738', '46709']
23795;39764;46715;['39764', '39738', '46715']
23796;39764;46758;['39764', '46758']
23797;39764;46724;['39764', '46724']
23798;39764;47819;['39764', '47819']
23799;39764;48331;['39764', '39738', '39750', '48331']
23800;39764;48254;['39764', '48254']
23801;39764;48330;['39764', '39738', '48330']
23802;39764;48061;['39764', '9783', '48061']
23803;39764;48187;['39764', '39738', '48187']
23804;39764;48510;['39764', '28560', '48510']
23805;39764;50973;['39764', '50973']
23806;39764;50917;['39764', '48254', '50917']
23807;39764;50974;['39764', '45275', '50974']
23808;39764;50976;['39764', '39738', '50976']
23809;39764;50918;['39764', '48254', '50918']
23810;39764;50972;['39764', '39738', '50972']
23811;39764;49994;['39764', '49994']
23812;39764;50547;['39764', '39728', '50547']
23813;39764;50978;['39764', '39738', '50978']
23814;39764;50383;['39764', '9783', '50383']
23815;39764;50274;['39764', '50274']
23816;39764;50952;['39764', '50952']
23817;39764;203;['39764', '203']
23818;39764;267;['39764', '39738', '267']
23819;39764;781;['39764', '781']
23820;39764;927;['39764', '927']
23821;39764;1992;['39764', '39738', '39750', '15969', '1992']
23822;39764;2171;['39764', '39738', '39750', '39732', '2171']
23823;39764;835;['39764', '46176', '835']
23824;39764;902;['39764', '39738', '39750', '15969', '902']
23825;39764;1988;['39764', '39738', '267', '1988']
23826;39754;39754;['39754']
23827;39754;3804;['39754', '14398', '3804']
23828;39754;3772;['39754', '39732', '3772']
23829;39754;4310;['39754', '4310']
23830;39754;5558;['39754', '39732', '5558']
23831;39754;5715;['39754', '15969', '5715']
23832;39754;6129;['39754', '6129']
23833;39754;7326;['39754', '15969', '7326']
23834;39754;7273;['39754', '48331', '7273']
23835;39754;7961;['39754', '7961']
23836;39754;29672;['39754', '14398', '18087', '29675', '29672']
23837;39754;9111;['39754', '9111']
23838;39754;9718;['39754', '9718']
23839;39754;9783;['39754', '39764', '9783']
23840;39754;9784;['39754', '4310', '9784']
23841;39754;10836;['39754', '267', '10836']
23842;39754;10890;['39754', '10890']
23843;39754;11849;['39754', '11849']
23844;39754;12518;['39754', '12518']
23845;39754;13323;['39754', '14398', '3804', '13323']
23846;39754;13648;['39754', '46243', '13648']
23847;39754;13802;['39754', '13802']
23848;39754;14398;['39754', '14398']
23849;39754;15969;['39754', '15969']
23850;39754;15962;['39754', '267', '15962']
23851;39754;15711;['39754', '15711']
23852;39754;16475;['39754', '267', '16475']
23853;39754;17076;['39754', '17076']
23854;39754;17079;['39754', '17079']
23855;39754;18087;['39754', '14398', '18087']
23856;39754;18090;['39754', '15969', '45267', '18090']
23857;39754;18192;['39754', '29679', '18192']
23858;39754;20325;['39754', '15969', '20325']
23859;39754;26145;['39754', '26145']
23860;39754;26150;['39754', '26150']
23861;39754;27891;['39754', '27891']
23862;39754;27886;['39754', '27886']
23863;39754;28747;['39754', '43962', '28747']
23864;39754;28560;['39754', '28560']
23865;39754;28564;['39754', '14398', '18087', '29675', '35833', '28564']
23866;39754;28629;['39754', '28629']
23867;39754;28536;['39754', '28536']
23868;39754;28640;['39754', '267', '28640']
23869;39754;28549;['39754', '14398', '28549']
23870;39754;28634;['39754', '267', '28634']
23871;39754;28649;['39754', '4310', '28649']
23872;39754;28745;['39754', '14398', '18087', '29675', '28745']
23873;39754;29670;['39754', '29670']
23874;39754;29669;['39754', '14398', '18087', '29675', '29669']
23875;39754;29679;['39754', '29679']
23876;39754;29675;['39754', '14398', '18087', '29675']
23877;39754;29680;['39754', '39736', '29680']
23878;39754;29678;['39754', '29678']
23879;39754;29677;['39754', '14398', '18087', '29675', '35833', '29677']
23880;39754;29676;['39754', '45144', '29676']
23881;39754;29673;['39754', '29673']
23882;39754;29674;['39754', '46243', '29674']
23883;39754;29671;['39754', '14398', '18087', '29675', '29671']
23884;39754;29681;['39754', '29681']
23885;39754;29716;['39754', '267', '15962', '29716']
23886;39754;32356;['39754', '14398', '3804', '13323', '781', '32356']
23887;39754;32285;['39754', '46243', '45262', '32285']
23888;39754;33013;['39754', '46243', '33013']
23889;39754;34557;['39754', '34557']
23890;39754;35600;['39754', '14398', '18087', '35600']
23891;39754;35867;['39754', '45144', '35800', '35867']
23892;39754;35776;['39754', '35776']
23893;39754;35613;['39754', '35613']
23894;39754;35814;['39754', '35814']
23895;39754;35727;['39754', '14398', '18087', '35727']
23896;39754;35856;['39754', '39764', '35856']
23897;39754;35777;['39754', '46243', '35777']
23898;39754;35800;['39754', '45144', '35800']
23899;39754;35603;['39754', '14398', '18087', '29675', '35833', '35603']
23900;39754;35861;['39754', '35861']
23901;39754;35601;['39754', '14398', '18087', '29675', '35601']
23902;39754;35833;['39754', '14398', '18087', '29675', '35833']
23903;39754;39810;['39754', '15969', '39810']
23904;39754;39800;['39754', '39800']
23905;39754;39733;['39754', '39733']
23906;39754;39812;['39754', '14398', '18087', '39812']
23907;39754;39811;['39754', '14398', '18087', '29675', '39811']
23908;39754;39799;['39754', '43962', '39799']
23909;39754;39729;['39754', '39729']
23910;39754;39744;['39754', '44971', '39744']
23911;39754;39731;['39754', '17079', '39731']
23912;39754;39753;['39754', '15969', '39753']
23913;39754;39742;['39754', '39764', '9783', '39742']
23914;39754;39749;['39754', '29679', '39749']
23915;39754;39730;['39754', '14398', '18087', '39730']
23916;39754;39870;['39754', '14398', '18087', '29675', '39870']
23917;39754;39750;['39754', '39750']
23918;39754;39737;['39754', '14398', '18087', '29675', '39737']
23919;39754;39767;['39754', '39767']
23920;39754;39739;['39754', '39739']
23921;39754;39728;['39754', '39728']
23922;39754;39743;['39754', '39743']
23923;39754;39745;['39754', '39745']
23924;39754;39740;['39754', '14398', '39740']
23925;39754;39752;['39754', '14398', '39752']
23926;39754;39751;['39754', '39751']
23927;39754;39894;['39754', '15969', '39894']
23928;39754;39732;['39754', '39732']
23929;39754;39910;['39754', '39910']
23930;39754;39734;['39754', '39734']
23931;39754;39765;['39754', '39765']
23932;39754;39736;['39754', '39736']
23933;39754;39735;['39754', '48331', '39735']
23934;39754;39738;['39754', '50972', '39738']
23935;39754;39766;['39754', '14398', '18087', '29675', '45265', '39766']
23936;39754;39746;['39754', '15969', '39746']
23937;39754;39741;['39754', '43962', '39741']
23938;39754;39747;['39754', '39747']
23939;39754;39748;['39754', '39748']
23940;39754;39764;['39754', '39764']
23941;39754;42481;['39754', '44971', '42481']
23942;39754;42483;['39754', '14398', '18087', '29675', '42483']
23943;39754;42480;['39754', '39732', '42480']
23944;39754;42482;['39754', '14398', '18087', '42482']
23945;39754;43247;['39754', '15969', '43247']
23946;39754;43965;['39754', '43965']
23947;39754;43963;['39754', '15969', '43963']
23948;39754;43964;['39754', '28629', '43964']
23949;39754;43962;['39754', '43962']
23950;39754;43791;['39754', '43791']
23951;39754;43790;['39754', '14398', '43790']
23952;39754;44114;['39754', '46243', '44114']
23953;39754;44135;['39754', '29679', '44135']
23954;39754;44387;['39754', '44387']
23955;39754;44795;['39754', '44795']
23956;39754;44770;['39754', '14398', '44770']
23957;39754;44720;['39754', '267', '44720']
23958;39754;44486;['39754', '45275', '44486']
23959;39754;44692;['39754', '44692']
23960;39754;44842;['39754', '46243', '44842']
23961;39754;44915;['39754', '44915']
23962;39754;44974;['39754', '14398', '18087', '29675', '44974']
23963;39754;44971;['39754', '44971']
23964;39754;45144;['39754', '45144']
23965;39754;44914;['39754', '44914']
23966;39754;45004;['39754', '39732', '45004']
23967;39754;44951;['39754', '14398', '18087', '44951']
23968;39754;44811;['39754', '44811']
23969;39754;44837;['39754', '46243', '44842', '44837']
23970;39754;44843;['39754', '46243', '44842', '44843']
23971;39754;44812;['39754', '44812']
23972;39754;44910;['39754', '44910']
23973;39754;44836;['39754', '46243', '44836']
23974;39754;45262;['39754', '46243', '45262']
23975;39754;45274;['39754', '45274']
23976;39754;45273;['39754', '45273']
23977;39754;45265;['39754', '14398', '18087', '29675', '45265']
23978;39754;45275;['39754', '45275']
23979;39754;45281;['39754', '14398', '18087', '42482', '45281']
23980;39754;45267;['39754', '15969', '45267']
23981;39754;45586;['39754', '26150', '45586']
23982;39754;45877;['39754', '14398', '18087', '29675', '45265', '45877']
23983;39754;45715;['39754', '14398', '18087', '29675', '35833', '45715']
23984;39754;45917;['39754', '45917']
23985;39754;45913;['39754', '45913']
23986;39754;45727;['39754', '43962', '45727']
23987;39754;45748;['39754', '46243', '45748']
23988;39754;45723;['39754', '43962', '45723']
23989;39754;45993;['39754', '45993']
23990;39754;45957;['39754', '267', '45957']
23991;39754;46176;['39754', '46176']
23992;39754;46036;['39754', '46036']
23993;39754;46074;['39754', '46074']
23994;39754;46256;['39754', '267', '16475', '46256']
23995;39754;46172;['39754', '46172']
23996;39754;46066;['39754', '14398', '3804', '13323', '46066']
23997;39754;46189;['39754', '14398', '18087', '29675', '46189']
23998;39754;46155;['39754', '46155']
23999;39754;46270;['39754', '14398', '46270']
24000;39754;46243;['39754', '46243']
24001;39754;46708;['39754', '46708']
24002;39754;46710;['39754', '39750', '46710']
24003;39754;46709;['39754', '46709']
24004;39754;46715;['39754', '46715']
24005;39754;46758;['39754', '46243', '46758']
24006;39754;46724;['39754', '46243', '46724']
24007;39754;47819;['39754', '46243', '47819']
24008;39754;48331;['39754', '48331']
24009;39754;48254;['39754', '46243', '48254']
24010;39754;48330;['39754', '48330']
24011;39754;48061;['39754', '14398', '18087', '29675', '48061']
24012;39754;48187;['39754', '48187']
24013;39754;48510;['39754', '48510']
24014;39754;50973;['39754', '14398', '39752', '50973']
24015;39754;50917;['39754', '50917']
24016;39754;50974;['39754', '50974']
24017;39754;50976;['39754', '50976']
24018;39754;50918;['39754', '50918']
24019;39754;50972;['39754', '50972']
24020;39754;49994;['39754', '14398', '18087', '29675', '49994']
24021;39754;50547;['39754', '50547']
24022;39754;50978;['39754', '50978']
24023;39754;50383;['39754', '14398', '18087', '50383']
24024;39754;50274;['39754', '50274']
24025;39754;50952;['39754', '50952']
24026;39754;203;['39754', '14398', '39752', '203']
24027;39754;267;['39754', '267']
24028;39754;781;['39754', '14398', '3804', '13323', '781']
24029;39754;927;['39754', '267', '15962', '927']
24030;39754;1992;['39754', '15969', '1992']
24031;39754;2171;['39754', '39732', '2171']
24032;39754;835;['39754', '835']
24033;39754;902;['39754', '15969', '902']
24034;39754;1988;['39754', '1988']
24035;42481;42481;['42481']
24036;42481;3804;['42481', '3804']
24037;42481;3772;['42481', '39894', '3772']
24038;42481;4310;['42481', '39745', '4310']
24039;42481;5558;['42481', '39894', '5558']
24040;42481;5715;['42481', '28629', '5715']
24041;42481;6129;['42481', '45993', '39740', '6129']
24042;42481;7326;['42481', '7326']
24043;42481;7273;['42481', '7273']
24044;42481;7961;['42481', '7961']
24045;42481;29672;['42481', '45281', '29672']
24046;42481;9111;['42481', '39894', '9111']
24047;42481;9718;['42481', '9718']
24048;42481;9783;['42481', '9783']
24049;42481;9784;['42481', '9784']
24050;42481;10836;['42481', '45281', '10836']
24051;42481;10890;['42481', '10890']
24052;42481;11849;['42481', '11849']
24053;42481;12518;['42481', '12518']
24054;42481;13323;['42481', '45993', '13323']
24055;42481;13648;['42481', '13648']
24056;42481;13802;['42481', '48254', '13802']
24057;42481;14398;['42481', '3804', '14398']
24058;42481;15969;['42481', '15969']
24059;42481;15962;['42481', '29675', '15962']
24060;42481;15711;['42481', '15711']
24061;42481;16475;['42481', '16475']
24062;42481;17076;['42481', '3804', '17076']
24063;42481;17079;['42481', '17079']
24064;42481;18087;['42481', '45993', '18087']
24065;42481;18090;['42481', '28629', '18090']
24066;42481;18192;['42481', '3804', '18192']
24067;42481;20325;['42481', '20325']
24068;42481;26145;['42481', '3804', '18192', '26145']
24069;42481;26150;['42481', '3804', '26150']
24070;42481;27891;['42481', '27891']
24071;42481;27886;['42481', '27886']
24072;42481;28747;['42481', '28747']
24073;42481;28560;['42481', '28560']
24074;42481;28564;['42481', '28564']
24075;42481;28629;['42481', '28629']
24076;42481;28536;['42481', '48254', '28536']
24077;42481;28640;['42481', '39811', '28640']
24078;42481;28549;['42481', '45993', '28549']
24079;42481;28634;['42481', '45281', '28634']
24080;42481;28649;['42481', '28649']
24081;42481;28745;['42481', '45281', '28745']
24082;42481;29670;['42481', '29670']
24083;42481;29669;['42481', '29669']
24084;42481;29679;['42481', '3804', '29679']
24085;42481;29675;['42481', '29675']
24086;42481;29680;['42481', '39736', '29680']
24087;42481;29678;['42481', '29675', '29678']
24088;42481;29677;['42481', '29677']
24089;42481;29676;['42481', '45993', '39740', '29676']
24090;42481;29673;['42481', '45993', '39740', '29673']
24091;42481;29674;['42481', '29674']
24092;42481;29671;['42481', '39737', '29671']
24093;42481;29681;['42481', '29681']
24094;42481;29716;['42481', '29675', '15962', '29716']
24095;42481;32356;['42481', '32356']
24096;42481;32285;['42481', '45262', '32285']
24097;42481;33013;['42481', '33013']
24098;42481;34557;['42481', '45748', '34557']
24099;42481;35600;['42481', '32356', '35600']
24100;42481;35867;['42481', '45993', '39740', '35867']
24101;42481;35776;['42481', '45993', '39740', '35800', '35776']
24102;42481;35613;['42481', '45993', '39740', '35613']
24103;42481;35814;['42481', '48254', '35814']
24104;42481;35727;['42481', '35727']
24105;42481;35856;['42481', '35856']
24106;42481;35777;['42481', '35777']
24107;42481;35800;['42481', '45993', '39740', '35800']
24108;42481;35603;['42481', '35603']
24109;42481;35861;['42481', '48254', '35861']
24110;42481;35601;['42481', '29677', '35601']
24111;42481;35833;['42481', '35833']
24112;42481;39810;['42481', '39894', '39810']
24113;42481;39800;['42481', '39800']
24114;42481;39733;['42481', '39733']
24115;42481;39812;['42481', '39812']
24116;42481;39811;['42481', '39811']
24117;42481;39799;['42481', '39799']
24118;42481;39729;['42481', '45993', '39740', '39729']
24119;42481;39744;['42481', '39744']
24120;42481;39731;['42481', '39731']
24121;42481;39753;['42481', '15969', '39753']
24122;42481;39742;['42481', '45281', '39742']
24123;42481;39749;['42481', '3804', '39749']
24124;42481;39730;['42481', '39730']
24125;42481;39870;['42481', '29677', '39870']
24126;42481;39750;['42481', '44971', '39750']
24127;42481;39737;['42481', '39737']
24128;42481;39767;['42481', '48254', '39767']
24129;42481;39739;['42481', '39739']
24130;42481;39728;['42481', '45993', '39740', '39728']
24131;42481;39743;['42481', '39743']
24132;42481;39745;['42481', '39745']
24133;42481;39740;['42481', '45993', '39740']
24134;42481;39752;['42481', '39752']
24135;42481;39751;['42481', '43791', '39751']
24136;42481;39894;['42481', '39894']
24137;42481;39732;['42481', '15969', '39732']
24138;42481;39910;['42481', '45748', '39910']
24139;42481;39734;['42481', '39734']
24140;42481;39765;['42481', '39765']
24141;42481;39736;['42481', '39736']
24142;42481;39735;['42481', '39735']
24143;42481;39738;['42481', '45993', '39740', '39738']
24144;42481;39766;['42481', '39737', '29671', '39766']
24145;42481;39746;['42481', '15969', '39746']
24146;42481;39741;['42481', '39741']
24147;42481;39747;['42481', '39747']
24148;42481;39748;['42481', '3804', '39749', '39748']
24149;42481;39764;['42481', '45993', '39740', '39764']
24150;42481;39754;['42481', '44971', '39754']
24151;42481;42483;['42481', '39737', '42483']
24152;42481;42480;['42481', '39894', '42480']
24153;42481;42482;['42481', '42482']
24154;42481;43247;['42481', '43247']
24155;42481;43965;['42481', '43965']
24156;42481;43963;['42481', '39894', '43963']
24157;42481;43964;['42481', '28629', '43964']
24158;42481;43962;['42481', '45993', '43962']
24159;42481;43791;['42481', '43791']
24160;42481;43790;['42481', '3804', '43790']
24161;42481;44114;['42481', '44114']
24162;42481;44135;['42481', '3804', '44135']
24163;42481;44387;['42481', '45993', '44387']
24164;42481;44795;['42481', '45993', '39740', '44795']
24165;42481;44770;['42481', '45993', '44770']
24166;42481;44720;['42481', '32356', '44720']
24167;42481;44486;['42481', '45993', '39740', '45275', '44486']
24168;42481;44692;['42481', '44692']
24169;42481;44842;['42481', '44842']
24170;42481;44915;['42481', '44915']
24171;42481;44974;['42481', '29677', '44974']
24172;42481;44971;['42481', '44971']
24173;42481;45144;['42481', '45993', '39740', '45144']
24174;42481;44914;['42481', '44914']
24175;42481;45004;['42481', '39894', '45004']
24176;42481;44951;['42481', '45281', '44951']
24177;42481;44811;['42481', '44811']
24178;42481;44837;['42481', '44842', '44837']
24179;42481;44843;['42481', '44842', '44843']
24180;42481;44812;['42481', '44812']
24181;42481;44910;['42481', '45993', '39740', '44910']
24182;42481;44836;['42481', '44836']
24183;42481;45262;['42481', '45262']
24184;42481;45274;['42481', '45274']
24185;42481;45273;['42481', '45273']
24186;42481;45265;['42481', '45281', '45265']
24187;42481;45275;['42481', '45993', '39740', '45275']
24188;42481;45281;['42481', '45281']
24189;42481;45267;['42481', '45267']
24190;42481;45586;['42481', '45586']
24191;42481;45877;['42481', '45877']
24192;42481;45715;['42481', '45715']
24193;42481;45917;['42481', '45993', '39740', '35800', '45917']
24194;42481;45913;['42481', '45913']
24195;42481;45727;['42481', '45727']
24196;42481;45748;['42481', '45748']
24197;42481;45723;['42481', '45723']
24198;42481;45993;['42481', '45993']
24199;42481;45957;['42481', '45957']
24200;42481;46176;['42481', '45993', '39740', '46176']
24201;42481;46036;['42481', '46036']
24202;42481;46074;['42481', '46074']
24203;42481;46256;['42481', '46256']
24204;42481;46172;['42481', '3804', '46172']
24205;42481;46066;['42481', '46066']
24206;42481;46189;['42481', '39737', '46189']
24207;42481;46155;['42481', '3804', '46155']
24208;42481;46270;['42481', '45993', '46270']
24209;42481;46243;['42481', '45993', '39740', '46243']
24210;42481;46708;['42481', '3804', '46708']
24211;42481;46710;['42481', '3804', '46710']
24212;42481;46709;['42481', '3804', '46709']
24213;42481;46715;['42481', '39894', '46715']
24214;42481;46758;['42481', '46758']
24215;42481;46724;['42481', '46724']
24216;42481;47819;['42481', '47819']
24217;42481;48331;['42481', '48331']
24218;42481;48254;['42481', '48254']
24219;42481;48330;['42481', '44971', '48330']
24220;42481;48061;['42481', '45281', '48061']
24221;42481;48187;['42481', '48187']
24222;42481;48510;['42481', '48510']
24223;42481;50973;['42481', '50973']
24224;42481;50917;['42481', '48254', '50917']
24225;42481;50974;['42481', '50974']
24226;42481;50976;['42481', '44971', '50976']
24227;42481;50918;['42481', '48254', '50918']
24228;42481;50972;['42481', '50972']
24229;42481;49994;['42481', '45281', '49994']
24230;42481;50547;['42481', '45993', '50547']
24231;42481;50978;['42481', '50978']
24232;42481;50383;['42481', '45281', '50383']
24233;42481;50274;['42481', '45993', '39740', '50274']
24234;42481;50952;['42481', '50952']
24235;42481;203;['42481', '203']
24236;42481;267;['42481', '45993', '39740', '267']
24237;42481;781;['42481', '781']
24238;42481;927;['42481', '29675', '15962', '927']
24239;42481;1992;['42481', '39894', '1992']
24240;42481;2171;['42481', '2171']
24241;42481;835;['42481', '45993', '39740', '835']
24242;42481;902;['42481', '902']
24243;42481;1988;['42481', '1988']
24244;42483;42483;['42483']
24245;42483;3804;['42483', '10836', '39740', '3804']
24246;42483;3772;['42483', '10836', '39740', '26150', '45004', '3772']
24247;42483;4310;['42483', '10836', '44135', '4310']
24248;42483;5558;['42483', '10836', '39740', '26150', '5558']
24249;42483;5715;['42483', '10836', '44135', '15969', '5715']
24250;42483;6129;['42483', '39870', '9783', '6129']
24251;42483;7326;['42483', '10836', '44135', '15969', '7326']
24252;42483;7273;['42483', '10836', '44135', '7273']
24253;42483;7961;['42483', '10836', '39740', '26150', '45004', '7961']
24254;42483;29672;['42483', '29672']
24255;42483;9111;['42483', '10836', '39740', '14398', '9111']
24256;42483;9718;['42483', '10836', '44135', '9718']
24257;42483;9783;['42483', '39870', '9783']
24258;42483;9784;['42483', '29669', '9784']
24259;42483;10836;['42483', '10836']
24260;42483;10890;['42483', '39870', '9783', '39738', '10890']
24261;42483;11849;['42483', '10836', '39740', '11849']
24262;42483;12518;['42483', '10836', '39740', '14398', '12518']
24263;42483;13323;['42483', '10836', '13323']
24264;42483;13648;['42483', '39870', '9783', '13648']
24265;42483;13802;['42483', '39870', '13802']
24266;42483;14398;['42483', '10836', '39740', '14398']
24267;42483;15969;['42483', '10836', '44135', '15969']
24268;42483;15962;['42483', '15962']
24269;42483;15711;['42483', '10836', '39740', '14398', '15711']
24270;42483;16475;['42483', '39870', '16475']
24271;42483;17076;['42483', '10836', '39740', '14398', '17076']
24272;42483;17079;['42483', '10836', '44135', '17079']
24273;42483;18087;['42483', '10836', '18087']
24274;42483;18090;['42483', '29669', '28629', '18090']
24275;42483;18192;['42483', '10836', '39740', '14398', '18192']
24276;42483;20325;['42483', '10836', '44135', '15969', '20325']
24277;42483;26145;['42483', '10836', '39740', '14398', '18192', '26145']
24278;42483;26150;['42483', '10836', '39740', '26150']
24279;42483;27891;['42483', '10836', '44135', '27891']
24280;42483;27886;['42483', '10836', '44135', '27886']
24281;42483;28747;['42483', '29669', '28747']
24282;42483;28560;['42483', '39870', '9783', '28560']
24283;42483;28564;['42483', '29669', '28564']
24284;42483;28629;['42483', '29669', '28629']
24285;42483;28536;['42483', '39870', '28536']
24286;42483;28640;['42483', '28640']
24287;42483;28549;['42483', '10836', '28549']
24288;42483;28634;['42483', '28634']
24289;42483;28649;['42483', '29669', '28649']
24290;42483;28745;['42483', '28745']
24291;42483;29670;['42483', '10836', '45993', '29670']
24292;42483;29669;['42483', '29669']
24293;42483;29679;['42483', '10836', '39740', '14398', '29679']
24294;42483;29675;['42483', '29675']
24295;42483;29680;['42483', '39870', '9783', '29680']
24296;42483;29678;['42483', '29678']
24297;42483;29677;['42483', '29677']
24298;42483;29676;['42483', '39870', '9783', '29676']
24299;42483;29673;['42483', '39870', '29673']
24300;42483;29674;['42483', '39870', '29674']
24301;42483;29671;['42483', '29671']
24302;42483;29681;['42483', '10836', '29681']
24303;42483;29716;['42483', '29716']
24304;42483;32356;['42483', '35600', '32356']
24305;42483;32285;['42483', '39870', '32285']
24306;42483;33013;['42483', '39870', '33013']
24307;42483;34557;['42483', '39870', '34557']
24308;42483;35600;['42483', '35600']
24309;42483;35867;['42483', '39870', '35867']
24310;42483;35776;['42483', '39870', '35776']
24311;42483;35613;['42483', '39870', '35613']
24312;42483;35814;['42483', '39870', '35814']
24313;42483;35727;['42483', '35600', '35727']
24314;42483;35856;['42483', '39870', '35856']
24315;42483;35777;['42483', '39870', '35777']
24316;42483;35800;['42483', '39870', '35867', '35800']
24317;42483;35603;['42483', '29669', '35603']
24318;42483;35861;['42483', '39870', '35861']
24319;42483;35601;['42483', '35601']
24320;42483;35833;['42483', '35833']
24321;42483;39810;['42483', '10836', '44135', '15969', '39810']
24322;42483;39800;['42483', '10836', '39740', '14398', '39800']
24323;42483;39733;['42483', '10836', '39740', '14398', '39733']
24324;42483;39812;['42483', '35600', '39812']
24325;42483;39811;['42483', '28640', '39811']
24326;42483;39799;['42483', '29669', '39799']
24327;42483;39729;['42483', '39870', '9783', '39729']
24328;42483;39744;['42483', '29669', '39744']
24329;42483;39731;['42483', '10836', '44135', '17079', '39731']
24330;42483;39753;['42483', '10836', '44135', '15969', '39753']
24331;42483;39742;['42483', '39742']
24332;42483;39749;['42483', '10836', '39740', '3804', '39749']
24333;42483;39730;['42483', '10836', '39730']
24334;42483;39870;['42483', '39870']
24335;42483;39750;['42483', '10836', '44135', '46710', '39750']
24336;42483;39737;['42483', '39737']
24337;42483;39767;['42483', '39870', '39767']
24338;42483;39739;['42483', '10836', '39739']
24339;42483;39728;['42483', '39870', '9783', '39728']
24340;42483;39743;['42483', '29669', '39743']
24341;42483;39745;['42483', '29669', '39745']
24342;42483;39740;['42483', '10836', '39740']
24343;42483;39752;['42483', '10836', '39740', '39752']
24344;42483;39751;['42483', '10836', '39740', '14398', '43791', '39751']
24345;42483;39894;['42483', '10836', '44135', '15969', '39894']
24346;42483;39732;['42483', '10836', '44135', '39732']
24347;42483;39910;['42483', '39870', '39910']
24348;42483;39734;['42483', '10836', '44135', '39734']
24349;42483;39765;['42483', '10836', '39740', '14398', '39765']
24350;42483;39736;['42483', '39870', '9783', '45275', '39736']
24351;42483;39735;['42483', '10836', '44135', '39735']
24352;42483;39738;['42483', '39870', '9783', '39738']
24353;42483;39766;['42483', '39766']
24354;42483;39746;['42483', '10836', '44135', '15969', '39746']
24355;42483;39741;['42483', '29669', '39741']
24356;42483;39747;['42483', '10836', '44135', '39747']
24357;42483;39748;['42483', '10836', '44135', '39748']
24358;42483;39764;['42483', '39870', '9783', '39764']
24359;42483;39754;['42483', '10836', '39740', '14398', '39754']
24360;42483;42481;['42483', '29669', '42481']
24361;42483;42480;['42483', '10836', '39740', '26150', '42480']
24362;42483;42482;['42483', '42482']
24363;42483;43247;['42483', '10836', '44135', '15969', '43247']
24364;42483;43965;['42483', '10836', '44135', '7273', '43965']
24365;42483;43963;['42483', '10836', '44135', '15969', '43963']
24366;42483;43964;['42483', '29669', '28629', '43964']
24367;42483;43962;['42483', '10836', '39740', '50547', '43962']
24368;42483;43791;['42483', '10836', '39740', '14398', '43791']
24369;42483;43790;['42483', '10836', '39740', '43790']
24370;42483;44114;['42483', '39870', '44114']
24371;42483;44135;['42483', '10836', '44135']
24372;42483;44387;['42483', '10836', '44387']
24373;42483;44795;['42483', '39870', '44795']
24374;42483;44770;['42483', '10836', '44770']
24375;42483;44720;['42483', '35600', '44720']
24376;42483;44486;['42483', '39870', '44486']
24377;42483;44692;['42483', '39870', '44692']
24378;42483;44842;['42483', '39870', '44842']
24379;42483;44915;['42483', '10836', '39740', '14398', '44915']
24380;42483;44974;['42483', '44974']
24381;42483;44971;['42483', '10836', '44135', '44971']
24382;42483;45144;['42483', '39870', '9783', '45144']
24383;42483;44914;['42483', '10836', '39740', '14398', '44914']
24384;42483;45004;['42483', '10836', '39740', '26150', '45004']
24385;42483;44951;['42483', '44951']
24386;42483;44811;['42483', '10836', '44811']
24387;42483;44837;['42483', '39870', '44837']
24388;42483;44843;['42483', '39870', '44842', '44843']
24389;42483;44812;['42483', '10836', '39740', '44812']
24390;42483;44910;['42483', '39870', '9783', '44910']
24391;42483;44836;['42483', '39870', '44836']
