209	43472
-22.8885564	-43.4140127
-22.9055857	-43.6182806
-22.9419057	-43.5909744
-22.9165817	-43.6428963
-22.963337	-43.703232
-22.8629399	-43.3060309
-22.9267275	-43.6522363
-22.8909938	-43.6082385
-22.9189027	-43.6943288
-22.9095716	-43.2008305
-22.8837456	-43.64014419999999
-22.8979127	-43.5506536
-22.8863238	-43.2514552
-22.9570675	-43.6091615
-22.9027276	-43.261326
-22.8400709	-43.3781283
-22.8623831	-43.4265268
-22.8897624	-43.7175473
-22.9201031	-43.3601605
-22.8764878	-43.2700893
-22.810774	-43.2270808
-22.8732496	-43.4317315
-22.9094355	-43.5806682
-22.9010032	-43.252119
-22.9034244	-43.7083604
-22.8811568	-43.2879491
-22.8644999	-43.4453345
-22.9065797	-43.5331755
-22.8929667	-43.32446969999999
-22.9815764	-43.664351
-22.8687545	-43.456079
-22.9240359	-43.6247291
-22.8588961	-43.4870104
-22.8829644	-43.48917489999999
-22.9098302	-43.5948918
-22.9065797	-43.5331755
-22.9948065	-43.27010749999999
-22.8174977	-43.3666509
-22.9805752	-43.2324053
-22.998868	-43.62981
-22.821032	-43.177723
-22.9165917	-43.2590641
-22.884941	-43.327661
-22.9161699	-43.25324639999999
-22.955289	-43.609888
-22.9143376	-43.2132653
-22.9852958	-43.5060734
-22.949986	-43.1926041
-22.8703391	-43.4574769
-22.8964749	-43.2901815
-22.8053885	-43.35611979999999
-22.8925724	-43.2631589
-22.9250433	-43.2089244
-22.8428371	-43.2790684
-22.8170123	-43.2895397
-22.8739158	-43.2721418
-22.9261996	-43.178613
-22.8470938	-43.37848109999999
-22.9013619	-43.2429503
-22.966007	-43.27749499999999
-22.867089	-43.2405924
-22.875778	-43.222244
-22.8517026	-43.251327
-22.929719	-43.2346796
-22.8414441	-43.2707395
-22.821922	-43.271145
-22.8078094	-43.3214306
-22.7956175	-43.2098617
-22.9394494	-43.2515352
-22.885617	-43.25113
-22.8649668	-43.2683938
-22.8379845	-43.2899615
-22.9672473	-43.1875163
-22.7939908	-43.1990853
-22.9130167	-43.1907656
-22.923537	-43.2131325
-22.9224756	-43.6388801
-22.9029872	-43.7180536
-22.8753239	-43.5583456
