;origem;destino;distancia
3944;13323;46715;35,26
3945;13323;20325;35,39
3946;13323;28629;35,92
3947;13323;50978;36,08
3948;13323;5558;36,11
3949;13323;39810;36,74
3950;13323;1992;36,80
3951;13323;9784;36,84
3952;13323;39894;36,95
3953;13323;43247;37,24
3954;13323;28649;37,25
3955;13323;42480;37,81
3956;13323;7326;37,85
3957;13323;4310;38,41
3958;13323;2171;39,02
3959;13323;43964;39,21
3960;13323;39765;40,50
3961;13323;18090;41,26
3962;13323;7961;42,29
3963;13323;45913;42,54
3964;13323;902;42,75
3965;13323;15711;43,46
3966;13323;45267;43,54
3967;13323;39800;43,57
3968;13323;5715;45,18
3969;13323;12518;45,38
3970;13323;46724;55,56
3971;13648;13648;0,00
3972;13648;29678;2,49
3973;13648;9783;2,70
3974;13648;35856;2,94
3975;13648;29674;3,04
3976;13648;35777;3,13
3977;13648;16475;3,21
3978;13648;45957;3,42
3979;13648;44114;3,48
3980;13648;45748;3,58
3981;13648;50274;3,78
3982;13648;46243;3,98
3983;13648;42482;4,00
3984;13648;15962;4,51
3985;13648;10836;4,54
3986;13648;29675;4,95
3987;13648;46256;5,01
3988;13648;45281;5,11
3989;13648;6129;5,42
3990;13648;47819;5,44
3991;13648;44836;5,45
3992;13648;927;5,63
3993;13648;29716;5,67
3994;13648;28634;5,86
3995;13648;45262;5,92
3996;13648;39811;6,12
3997;13648;44951;6,19
3998;13648;39764;6,21
3999;13648;44842;6,30
4000;13648;28640;6,36
4001;13648;32285;6,39
4002;13648;46758;6,61
4003;13648;44843;6,74
4004;13648;44837;6,77
4005;13648;34557;6,82
4006;13648;39742;7,06
4007;13648;48254;7,17
4008;13648;50383;7,17
4009;13648;39910;7,22
4010;13648;46176;7,52
4011;13648;35867;7,96
4012;13648;29676;8,11
4013;13648;39730;8,24
4014;13648;18087;8,33
4015;13648;39728;8,45
4016;13648;44720;8,54
4017;13648;28549;8,78
4018;13648;39740;8,80
4019;13648;35800;8,99
4020;13648;35600;9,40
4021;13648;44770;9,52
4022;13648;28745;9,56
4023;13648;39729;9,84
4024;13648;45265;9,95
4025;13648;45144;9,95
4026;13648;35833;10,00
4027;13648;48061;10,05
4028;13648;39812;10,07
4029;13648;35727;10,12
4030;13648;33013;10,42
4031;13648;29672;10,46
4032;13648;44910;10,76
4033;13648;45275;10,90
4034;13648;39738;10,92
4035;13648;45917;10,96
4036;13648;29677;10,98
4037;13648;35601;11,69
4038;13648;35776;11,74
4039;13648;49994;12,43
4040;13648;39870;12,46
4041;13648;46189;12,60
4042;13648;267;12,67
4043;13648;46270;12,68
4044;13648;29673;12,76
4045;13648;44974;12,79
4046;13648;13802;12,89
4047;13648;42483;13,26
4048;13648;50972;13,27
4049;13648;44486;13,35
4050;13648;39736;13,46
4051;13648;28560;13,70
4052;13648;39766;13,81
4053;13648;835;13,83
4054;13648;44692;14,27
4055;13648;44795;14,45
4056;13648;1988;14,47
4057;13648;35613;14,54
4058;13648;13323;14,67
4059;13648;29671;14,70
4060;13648;29680;14,77
4061;13648;32356;14,86
4062;13648;29681;15,40
4063;13648;10890;15,76
4064;13648;35814;16,46
4065;13648;39737;16,52
4066;13648;29669;16,58
4067;13648;203;16,59
4068;13648;44387;16,61
4069;13648;46074;16,77
4070;13648;35861;16,82
4071;13648;48510;16,85
4072;13648;48187;16,86
4073;13648;50917;17,06
4074;13648;50918;17,45
4075;13648;39752;17,49
4076;13648;50973;17,51
4077;13648;781;17,90
4078;13648;50952;17,91
4079;13648;3804;17,94
4080;13648;35603;18,50
4081;13648;28536;18,51
4082;13648;43790;18,72
4083;13648;50547;18,94
4084;13648;39767;19,28
4085;13648;46036;19,37
4086;13648;28564;19,76
4087;13648;45715;19,85
4088;13648;45877;19,87
4089;13648;14398;20,14
4090;13648;39739;20,23
4091;13648;46066;20,86
4092;13648;11849;21,48
4093;13648;28747;21,75
4094;13648;43962;21,80
4095;13648;39741;22,03
4096;13648;44812;22,19
4097;13648;44135;22,20
4098;13648;17076;22,26
4099;13648;45586;22,44
4100;13648;45723;22,74
4101;13648;50974;22,99
4102;13648;39749;23,00
4103;13648;39799;23,03
4104;13648;18192;23,15
4105;13648;45727;23,18
4106;13648;29679;23,50
4107;13648;43791;24,86
4108;13648;45993;25,24
4109;13648;39748;25,47
4110;13648;44915;25,90
4111;13648;39751;26,20
4112;13648;44914;26,31
4113;13648;26150;26,39
4114;13648;46710;27,05
4115;13648;46155;27,35
4116;13648;26145;27,42
4117;13648;46709;27,46
4118;13648;46708;27,56
4119;13648;46172;28,52
4120;13648;44811;28,96
4121;13648;39750;29,96
4122;13648;48330;31,29
4123;13648;39747;31,90
4124;13648;42481;32,36
4125;13648;50976;32,94
4126;13648;39754;33,73
4127;13648;17079;33,95
4128;13648;27886;33,95
4129;13648;9718;34,40
4130;13648;29670;35,10
4131;13648;39733;35,57
4132;13648;39734;36,47
4133;13648;45273;37,16
4134;13648;39731;37,87
4135;13648;15969;38,65
4136;13648;48331;39,17
4137;13648;39753;39,31
4138;13648;39732;39,60
4139;13648;45274;40,21
4140;13648;27891;40,37
4141;13648;39735;41,34
4142;13648;7273;41,41
4143;13648;45004;41,81
4144;13648;43963;41,91
4145;13648;39746;42,11
4146;13648;43965;42,22
4147;13648;3772;42,91
4148;13648;46724;43,08
4149;13648;44971;43,34
4150;13648;9111;43,74
4151;13648;39743;43,96
4152;13648;46715;43,98
4153;13648;20325;44,11
4154;13648;39745;44,64
4155;13648;5558;44,79
4156;13648;50978;44,79
4157;13648;39744;45,38
4158;13648;39810;45,47
4159;13648;1992;45,52
4160;13648;39894;45,67
4161;13648;43247;45,96
4162;13648;42480;46,49
4163;13648;7326;46,58
4164;13648;4310;47,14
4165;13648;2171;47,70
4166;13648;28629;48,69
4167;13648;39765;49,21
4168;13648;9784;49,61
4169;13648;28649;50,01
4170;13648;7961;50,97
4171;13648;45913;51,27
4172;13648;902;51,47
4173;13648;43964;51,97
4174;13648;15711;52,17
4175;13648;45267;52,26
4176;13648;39800;52,28
4177;13648;5715;53,90
4178;13648;18090;54,02
4179;13648;12518;54,09
4180;13802;13802;0,00
4181;13802;35814;3,86
4182;13802;35861;4,22
4183;13802;39767;7,22
4184;13802;32285;7,41
4185;13802;45262;7,66
4186;13802;34557;7,69
4187;13802;44842;7,88
4188;13802;50918;7,93
4189;13802;44843;8,25
4190;13802;50917;8,36
4191;13802;44837;8,36
4192;13802;39910;9,13
4193;13802;48254;9,18
4194;13802;28536;9,86
4195;13802;35776;9,95
4196;13802;35867;10,32
4197;13802;44836;10,44
4198;13802;35856;10,62
4199;13802;47819;10,79
4200;13802;29673;11,24
4201;13802;35777;11,27
4202;13802;9783;11,32
4203;13802;13648;11,33
4204;13802;29674;11,38
4205;13802;45748;11,48
4206;13802;44114;11,59
4207;13802;46758;11,65
4208;13802;39742;11,72
4209;13802;35800;11,96
4210;13802;45917;12,45
4211;13802;29676;12,65
4212;13802;16475;12,84
4213;13802;29678;12,86
4214;13802;835;13,00
4215;13802;927;13,16
4216;13802;45957;13,26
4217;13802;44951;13,40
4218;13802;44795;13,72
4219;13802;50274;13,74
4220;13802;29716;13,84
4221;13802;15962;13,92
4222;13802;46243;13,93
4223;13802;29672;14,36
4224;13802;50383;14,38
4225;13802;46256;14,63
4226;13802;45265;14,64
4227;13802;48061;14,75
4228;13802;28745;14,82
4229;13802;35613;14,88
4230;13802;35833;15,10
4231;13802;42482;15,34
4232;13802;6129;15,36
4233;13802;10836;15,40
4234;13802;29677;15,44
4235;13802;33013;15,47
4236;13802;49994;15,60
4237;13802;35601;15,62
4238;13802;28634;15,64
4239;13802;46176;15,69
4240;13802;45281;15,76
4241;13802;28640;16,14
4242;13802;39764;16,16
4243;13802;29675;16,28
4244;13802;44486;16,29
4245;13802;39870;16,39
4246;13802;46189;16,53
4247;13802;44974;16,72
4248;13802;35600;16,89
4249;13802;45144;16,95
4250;13802;39811;16,98
4251;13802;42483;17,19
4252;13802;45275;17,21
4253;13802;39729;17,40
4254;13802;39730;17,52
4255;13802;39728;17,52
4256;13802;39766;17,88
4257;13802;18087;17,95
4258;13802;28549;18,40
4259;13802;44720;18,42
4260;13802;39740;18,43
4261;13802;44692;18,59
4262;13802;29671;18,63
4263;13802;35727;18,69
4264;13802;39812;18,90
4265;13802;29680;19,04
4266;13802;44770;19,14
4267;13802;39736;19,28
4268;13802;50972;19,68
4269;13802;44910;19,84
4270;13802;39738;20,00
4271;13802;28560;20,07
4272;13802;39737;20,60
4273;13802;29669;20,66
4274;13802;46074;20,67
4275;13802;48510;20,98
4276;13802;10890;21,05
4277;13802;267;22,30
4278;13802;46270;22,31
4279;13802;35603;22,63
4280;13802;29681;22,80
4281;13802;1988;23,63
4282;13802;32356;23,66
4283;13802;28564;23,89
4284;13802;45877;23,94
4285;13802;45715;23,97
4286;13802;13323;24,30
4287;13802;48187;24,92
4288;13802;46036;25,84
4289;13802;39741;26,16
4290;13802;203;26,22
4291;13802;44387;26,24
4292;13802;39739;26,66
4293;13802;11849;26,81
4294;13802;45723;26,86
4295;13802;50974;26,92
4296;13802;39752;27,12
4297;13802;50973;27,14
4298;13802;39799;27,16
4299;13802;45727;27,31
4300;13802;781;27,53
4301;13802;50952;27,54
4302;13802;3804;27,57
4303;13802;14398;27,92
4304;13802;43790;28,35
4305;13802;50547;28,57
4306;13802;28747;28,80
4307;13802;46066;29,67
4308;13802;17076;29,90
4309;13802;39749;30,04
4310;13802;44135;30,58
4311;13802;18192;30,65
4312;13802;43791;30,74
4313;13802;29679;31,14
4314;13802;43962;31,43
4315;13802;45586;31,58
4316;13802;44812;31,82
4317;13802;39751;32,08
4318;13802;44914;32,18
4319;13802;44915;32,35
4320;13802;39748;32,38
4321;13802;46710;34,05
4322;13802;26145;34,45
4323;13802;26150;34,77
4324;13802;45993;34,87
4325;13802;46155;34,95
4326;13802;46708;35,16
4327;13802;39750;35,84
4328;13802;46709;35,84
4329;13802;46172;36,12
4330;13802;48330;38,59
4331;13802;44811;38,59
4332;13802;50976;38,81
4333;13802;39747;39,10
4334;13802;39754;39,60
4335;13802;39733;41,44
4336;13802;42481;41,98
4337;13802;17079;42,28
4338;13802;27886;42,28
4339;13802;9718;42,73
4340;13802;39734;44,35
4341;13802;29670;44,73
4342;13802;45273;45,48
4343;13802;39731;46,20
4344;13802;15969;46,53
4345;13802;46724;46,77
4346;13802;48331;47,05
4347;13802;39753;47,19
4348;13802;39732;47,48
4349;13802;45274;48,09
4350;13802;27891;48,25
4351;13802;39735;49,29
4352;13802;7273;49,36
4353;13802;43965;49,39
4354;13802;9111;49,61
4355;13802;43963;49,79
4356;13802;46715;49,85
4357;13802;45004;49,95
4358;13802;39746;49,99
4359;13802;50978;50,66
4360;13802;3772;50,91
4361;13802;44971;51,66
4362;13802;20325;51,99
4363;13802;5558;52,93
4364;13802;39810;53,35
4365;13802;1992;53,40
4366;13802;39894;53,55
4367;13802;39743;53,59
4368;13802;43247;53,84
4369;13802;39745;54,27
4370;13802;7326;54,46
4371;13802;42480;54,63
4372;13802;39744;55,00
4373;13802;39765;55,08
4374;13802;4310;55,46
4375;13802;2171;55,83
4376;13802;7961;57,33
4377;13802;15711;58,04
4378;13802;39800;58,16
4379;13802;45913;58,28
4380;13802;28629;58,32
4381;13802;28649;58,50
4382;13802;9784;58,73
4383;13802;902;59,35
4384;13802;12518;59,96
4385;13802;45267;60,14
4386;13802;43964;61,60
4387;13802;5715;61,78
4388;13802;18090;63,65
4389;14398;14398;0,00
4390;14398;17076;2,12
4391;14398;11849;2,30
4392;14398;44135;2,79
4393;14398;18192;3,01
4394;14398;39749;3,09
4395;14398;3804;3,26
4396;14398;43790;3,33
4397;14398;29679;3,37
4398;14398;45586;3,86
4399;14398;43791;4,73
4400;14398;39748;5,41
4401;14398;39752;5,49
4402;14398;44915;5,77
4403;14398;39751;6,07
4404;14398;44914;6,17
4405;14398;26145;7,28
4406;14398;26150;7,34
4407;14398;29681;7,37
4408;14398;46710;7,64
4409;14398;46155;7,95
4410;14398;46708;8,15
4411;14398;1988;8,20
4412;14398;46709;8,41
4413;14398;46172;9,11
4414;14398;48187;9,50
4415;14398;50972;9,64
4416;14398;46036;9,66
4417;14398;39750;9,83
4418;14398;267;9,98
4419;14398;39739;10,53
4420;14398;39736;10,97
4421;14398;44692;11,01
4422;14398;46270;11,08
4423;14398;10890;11,16
4424;14398;28560;11,76
4425;14398;39740;11,86
4426;14398;45275;11,91
4427;14398;44812;12,06
4428;14398;48330;12,19
4429;14398;44770;12,26
4430;14398;44910;12,28
4431;14398;39738;12,32
4432;14398;13323;12,44
4433;14398;50547;12,75
4434;14398;50976;12,80
4435;14398;39747;12,81
4436;14398;46074;12,96
4437;14398;43962;12,96
4438;14398;48510;13,03
4439;14398;28549;13,37
4440;14398;39754;13,59
4441;14398;18087;13,72
4442;14398;45144;13,75
4443;14398;39729;14,04
4444;14398;29680;14,18
4445;14398;44486;14,36
4446;14398;17079;14,84
4447;14398;27886;14,84
4448;14398;39728;14,96
4449;14398;9718;15,30
4450;14398;39733;15,44
4451;14398;44387;15,53
4452;14398;35613;16,68
4453;14398;46176;16,82
4454;14398;835;16,95
4455;14398;50974;17,35
4456;14398;39734;17,38
4457;14398;16475;17,63
4458;14398;29675;17,82
4459;14398;203;17,97
4460;14398;45273;18,06
4461;14398;39764;18,47
4462;14398;39730;18,48
4463;14398;45917;18,48
4464;14398;39731;18,76
4465;14398;29673;18,82
4466;14398;50973;18,89
4467;14398;35800;18,90
4468;14398;6129;18,94
4469;14398;46243;18,95
4470;14398;44795;18,99
4471;14398;42482;19,16
4472;14398;50274;19,36
4473;14398;46256;19,44
4474;14398;15969;19,56
4475;14398;45993;19,61
4476;14398;50952;19,67
4477;14398;48331;20,08
4478;14398;29676;20,19
4479;14398;39753;20,22
4480;14398;45281;20,26
4481;14398;781;20,34
4482;14398;39732;20,51
4483;14398;45274;21,03
4484;14398;45957;21,08
4485;14398;13648;21,14
4486;14398;35776;21,17
4487;14398;27891;21,28
4488;14398;29674;21,41
4489;14398;39811;21,44
4490;14398;35867;21,46
4491;14398;35777;21,49
4492;14398;10836;21,66
4493;14398;29678;21,70
4494;14398;44114;21,84
4495;14398;45748;21,94
4496;14398;39735;22,25
4497;14398;9783;22,29
4498;14398;7273;22,32
4499;14398;39910;22,32
4500;14398;35856;22,53
4501;14398;45004;22,76
4502;14398;15962;22,78
4503;14398;43963;22,82
4504;14398;39746;23,02
4505;14398;43965;23,14
4506;14398;44811;23,33
4507;14398;28634;23,54
4508;14398;34557;23,59
4509;14398;9111;23,60
4510;14398;46715;23,84
4511;14398;3772;23,86
4512;14398;29716;23,95
4513;14398;44836;24,03
4514;14398;28640;24,05
4515;14398;927;24,24
4516;14398;44971;24,24
4517;14398;47819;24,34
4518;14398;45262;24,50
4519;14398;50978;24,65
4520;14398;44951;24,80
4521;14398;44842;24,88
4522;14398;32285;24,97
4523;14398;50383;24,98
4524;14398;20325;25,02
4525;14398;44843;25,32
4526;14398;44837;25,36
4527;14398;46066;25,45
4528;14398;5558;25,74
4529;14398;48254;25,76
4530;14398;42481;26,10
4531;14398;46758;26,18
4532;14398;44720;26,22
4533;14398;39810;26,38
4534;14398;1992;26,43
4535;14398;35600;26,55
4536;14398;39894;26,58
4537;14398;39742;26,66
4538;14398;43247;26,87
4539;14398;39812;27,22
4540;14398;35727;27,39
4541;14398;42480;27,44
4542;14398;7326;27,48
4543;14398;28745;27,70
4544;14398;4310;28,04
4545;14398;45265;28,09
4546;14398;35833;28,14
4547;14398;48061;28,19
4548;14398;29672;28,59
4549;14398;2171;28,65
4550;14398;39745;28,83
4551;14398;39765;29,07
4552;14398;29677;29,13
4553;14398;13802;29,14
4554;14398;29670;29,35
4555;14398;35601;29,82
4556;14398;33013;30,00
4557;14398;49994;30,57
4558;14398;39870;30,59
4559;14398;46189;30,73
4560;14398;44974;30,92
4561;14398;28649;31,08
4562;14398;32356;31,27
4563;14398;9784;31,31
4564;14398;7961;31,32
4565;14398;42483;31,39
4566;14398;39766;31,95
4567;14398;15711;32,04
4568;14398;39800;32,15
4569;14398;45913;32,18
4570;14398;902;32,38
4571;14398;35814;32,71
4572;14398;29671;32,83
4573;14398;35861;33,08
4574;14398;45267;33,17
4575;14398;50917;33,32
4576;14398;28747;33,37
4577;14398;28629;33,68
4578;14398;50918;33,70
4579;14398;12518;33,95
4580;14398;45727;34,16
4581;14398;45723;34,63
4582;14398;39737;34,64
4583;14398;29669;34,71
4584;14398;28536;34,77
4585;14398;5715;34,81
4586;14398;39767;35,53
4587;14398;39741;36,03
4588;14398;35603;36,64
4589;14398;43964;36,96
4590;14398;39743;37,71
4591;14398;28564;37,91
4592;14398;45715;37,99
4593;14398;45877;38,01
4594;14398;39799;38,19
4595;14398;18090;38,57
4596;14398;39744;39,12
4597;14398;46724;62,65
4598;15969;15969;0,00
4599;15969;39753;0,66
4600;15969;27891;2,06
4601;15969;39732;2,72
4602;15969;43963;3,26
4603;15969;39746;3,46
4604;15969;45274;3,57
4605;15969;39734;4,24
4606;15969;48331;4,66
4607;15969;45273;4,99
4608;15969;45004;5,12
4609;15969;20325;5,46
4610;15969;39735;5,68
4611;15969;9718;5,91
4612;15969;3772;6,08
4613;15969;7273;6,18
4614;15969;39810;6,81
4615;15969;1992;6,87
4616;15969;43965;6,90
4617;15969;39894;7,02
4618;15969;17079;7,07
4619;15969;27886;7,07
4620;15969;43247;7,31
4621;15969;39733;7,76
4622;15969;7326;7,92
4623;15969;5558;8,12
4624;15969;39731;9,20
4625;15969;39747;9,32
4626;15969;48330;9,75
4627;15969;42480;9,82
4628;15969;44971;10,20
4629;15969;50976;10,35
4630;15969;46715;10,49
4631;15969;9111;10,63
4632;15969;2171;11,01
4633;15969;39754;11,14
4634;15969;46709;11,24
4635;15969;26150;11,84
4636;15969;39750;12,14
4637;15969;50978;12,28
4638;15969;46710;12,52
4639;15969;45913;12,62
4640;15969;902;12,82
4641;15969;46155;12,96
4642;15969;46708;13,17
4643;15969;45267;13,61
4644;15969;4310;14,00
4645;15969;46172;14,12
4646;15969;7961;14,28
4647;15969;44915;14,65
4648;15969;39745;14,79
4649;15969;5715;15,25
4650;15969;39748;15,36
4651;15969;15711;16,18
4652;15969;26145;16,31
4653;15969;29679;16,41
4654;15969;39765;16,70
4655;15969;39800;16,88
4656;15969;44135;16,89
4657;15969;18192;16,91
4658;15969;28649;17,04
4659;15969;39749;17,10
4660;15969;45586;17,22
4661;15969;9784;17,27
4662;15969;43791;17,39
4663;15969;44914;17,40
4664;15969;39751;17,50
4665;15969;17076;18,49
4666;15969;43964;18,77
4667;15969;12518;18,82
4668;15969;18090;19,01
4669;15969;14398;19,11
4670;15969;28629;19,60
4671;15969;3804;20,26
4672;15969;43790;20,27
4673;15969;11849;20,82
4674;15969;39752;22,49
4675;15969;39743;25,56
4676;15969;29681;25,88
4677;15969;1988;26,71
4678;15969;42481;26,74
4679;15969;48187;28,00
4680;15969;46270;28,08
4681;15969;50972;28,15
4682;15969;46036;28,17
4683;15969;267;28,49
4684;15969;29670;28,62
4685;15969;39740;28,86
4686;15969;13323;28,99
4687;15969;39739;29,03
4688;15969;44812;29,06
4689;15969;44770;29,26
4690;15969;39736;29,48
4691;15969;44692;29,52
4692;15969;10890;29,66
4693;15969;50547;29,75
4694;15969;39744;29,87
4695;15969;43962;29,96
4696;15969;28560;30,26
4697;15969;28549;30,37
4698;15969;45275;30,42
4699;15969;18087;30,72
4700;15969;44910;30,79
4701;15969;39738;30,83
4702;15969;46074;31,46
4703;15969;48510;31,54
4704;15969;45144;32,26
4705;15969;44387;32,53
4706;15969;39729;32,54
4707;15969;29680;32,69
4708;15969;39728;32,86
4709;15969;44486;32,86
4710;15969;45993;33,14
4711;15969;44811;33,76
4712;15969;16475;34,18
4713;15969;46176;34,68
4714;15969;29675;34,82
4715;15969;203;34,97
4716;15969;35613;35,18
4717;15969;835;35,46
4718;15969;39730;35,48
4719;15969;50974;35,86
4720;15969;50973;35,89
4721;15969;46256;35,99
4722;15969;42482;36,16
4723;15969;39764;36,28
4724;15969;50952;36,67
4725;15969;6129;36,75
4726;15969;46243;36,76
4727;15969;781;36,89
4728;15969;45917;36,99
4729;15969;35800;37,12
4730;15969;50274;37,17
4731;15969;45281;37,26
4732;15969;29673;37,33
4733;15969;44795;37,50
4734;15969;45957;37,64
4735;15969;13648;37,69
4736;15969;29674;37,96
4737;15969;35777;38,04
4738;15969;10836;38,21
4739;15969;44114;38,39
4740;15969;29676;38,42
4741;15969;39811;38,43
4742;15969;45748;38,49
4743;15969;29678;38,60
4744;15969;9783;38,85
4745;15969;35856;39,09
4746;15969;15962;39,41
4747;15969;35867;39,56
4748;15969;35776;39,67
4749;15969;28634;40,10
4750;15969;29716;40,57
4751;15969;44836;40,58
4752;15969;28640;40,60
4753;15969;39910;40,83
4754;15969;927;40,86
4755;15969;47819;40,90
4756;15969;45262;41,06
4757;15969;44842;41,43
4758;15969;32285;41,52
4759;15969;34557;41,73
4760;15969;44951;41,80
4761;15969;44843;41,88
4762;15969;44837;41,91
4763;15969;50383;41,98
4764;15969;46066;42,00
4765;15969;48254;42,31
4766;15969;46758;42,73
4767;15969;39742;43,22
4768;15969;44720;43,22
4769;15969;35600;43,55
4770;15969;39812;44,22
4771;15969;35727;44,39
4772;15969;28745;44,70
4773;15969;45265;45,09
4774;15969;35833;45,14
4775;15969;48061;45,19
4776;15969;29672;45,59
4777;15969;29677;46,12
4778;15969;33013;46,55
4779;15969;35601;46,82
4780;15969;49994;47,57
4781;15969;39870;47,59
4782;15969;13802;47,65
4783;15969;46189;47,72
4784;15969;32356;47,82
4785;15969;44974;47,92
4786;15969;42483;48,39
4787;15969;39766;48,94
4788;15969;29671;49,83
4789;15969;28747;50,37
4790;15969;45727;51,16
4791;15969;35814;51,22
4792;15969;35861;51,58
4793;15969;45723;51,63
4794;15969;39737;51,64
4795;15969;29669;51,70
4796;15969;50917;51,82
4797;15969;50918;52,21
4798;15969;39741;53,03
4799;15969;28536;53,28
4800;15969;35603;53,64
4801;15969;39767;54,04
4802;15969;28564;54,91
4803;15969;45715;54,99
4804;15969;45877;55,01
4805;15969;39799;55,19
4806;15969;46724;79,20
4807;15962;15962;0,00
4808;15962;29716;1,17
4809;15962;927;1,45
4810;15962;45957;2,42
4811;15962;29678;2,77
4812;15962;44951;3,08
4813;15962;9783;3,41
4814;15962;35856;3,65
4815;15962;46758;3,76
4816;15962;39742;3,94
4817;15962;47819;4,01
4818;15962;50383;4,07
4819;15962;45281;4,92
4820;15962;10836;5,08
4821;15962;44836;5,14
4822;15962;42482;5,25
4823;15962;28634;5,32
4824;15962;28640;5,82
4825;15962;13648;5,87
4826;15962;39811;6,14
4827;15962;29675;6,19
4828;15962;28745;6,46
4829;15962;35600;6,57
4830;15962;45262;6,58
4831;15962;45265;6,84
4832;15962;35833;6,89
4833;15962;48061;6,94
4834;15962;32285;7,04
4835;15962;35777;7,20
4836;15962;44842;7,27
4837;15962;29674;7,31
4838;15962;29672;7,34
4839;15962;44114;7,55
4840;15962;33013;7,57
4841;15962;16475;7,60
4842;15962;45748;7,65
4843;15962;34557;7,68
4844;15962;44837;7,69
4845;15962;44843;7,71
4846;15962;48254;7,83
4847;15962;29677;7,88
4848;15962;44720;8,01
4849;15962;50274;8,17
4850;15962;39730;8,25
4851;15962;35727;8,28
4852;15962;46243;8,36
4853;15962;39812;8,49
4854;15962;35601;8,57
4855;15962;39910;9,13
4856;15962;49994;9,31
4857;15962;39870;9,34
4858;15962;46256;9,39
4859;15962;46189;9,48
4860;15962;44974;9,67
4861;15962;18087;9,76
4862;15962;6129;9,80
4863;15962;42483;10,14
4864;15962;35867;10,31
4865;15962;39764;10,60
4866;15962;39766;10,70
4867;15962;28549;10,76
4868;15962;29676;11,02
4869;15962;29671;11,58
4870;15962;39740;11,80
4871;15962;46176;11,91
4872;15962;35776;12,40
4873;15962;44770;12,51
4874;15962;39728;12,83
4875;15962;35800;13,06
4876;15962;45917;13,15
4877;15962;32356;13,26
4878;15962;39737;13,39
4879;15962;29669;13,46
4880;15962;13802;13,55
4881;15962;29673;14,22
4882;15962;39729;14,23
4883;15962;45144;14,34
4884;15962;44910;15,14
4885;15962;45275;15,29
4886;15962;39738;15,31
4887;15962;35603;15,39
4888;15962;267;15,66
4889;15962;46270;15,67
4890;15962;835;15,71
4891;15962;44795;15,90
4892;15962;28564;16,66
4893;15962;45715;16,74
4894;15962;45877;16,76
4895;15962;35814;17,12
4896;15962;1988;17,46
4897;15962;35861;17,48
4898;15962;50972;17,66
4899;15962;13323;17,67
4900;15962;50917;17,72
4901;15962;44486;17,73
4902;15962;39736;17,84
4903;15962;28560;18,09
4904;15962;50918;18,11
4905;15962;29681;18,40
4906;15962;44692;18,66
4907;15962;39741;18,92
4908;15962;35613;18,93
4909;15962;203;18,95
4910;15962;44387;18,97
4911;15962;29680;19,15
4912;15962;28536;19,18
4913;15962;46066;19,26
4914;15962;45723;19,63
4915;15962;48187;19,85
4916;15962;50973;19,87
4917;15962;39799;19,92
4918;15962;39767;19,94
4919;15962;45727;20,07
4920;15962;10890;20,15
4921;15962;28747;20,17
4922;15962;781;20,26
4923;15962;50952;20,27
4924;15962;39752;20,48
4925;15962;3804;20,94
4926;15962;46074;21,15
4927;15962;48510;21,23
4928;15962;43790;21,72
4929;15962;50547;21,94
4930;15962;46036;22,08
4931;15962;39739;22,95
4932;15962;14398;23,13
4933;15962;11849;24,47
4934;15962;43962;24,79
4935;15962;44812;25,18
4936;15962;44135;25,19
4937;15962;17076;25,25
4938;15962;45586;25,44
4939;15962;39749;26,00
4940;15962;18192;26,14
4941;15962;29679;26,50
4942;15962;50974;27,38
4943;15962;45993;27,60
4944;15962;43791;27,86
4945;15962;39748;28,46
4946;15962;44915;28,90
4947;15962;39751;29,20
4948;15962;44914;29,30
4949;15962;26150;29,39
4950;15962;46155;29,93
4951;15962;46710;30,04
4952;15962;46708;30,14
4953;15962;26145;30,41
4954;15962;46709;30,46
4955;15962;46172;31,10
4956;15962;44811;31,32
4957;15962;39750;32,96
4958;15962;48330;34,28
4959;15962;42481;34,71
4960;15962;39747;34,90
4961;15962;50976;35,93
4962;15962;39754;36,72
4963;15962;17079;36,94
4964;15962;27886;36,94
4965;15962;9718;37,39
4966;15962;29670;37,46
4967;15962;39733;38,57
4968;15962;39734;39,47
4969;15962;45273;40,15
4970;15962;46724;40,22
4971;15962;39731;40,86
4972;15962;15969;41,65
4973;15962;48331;42,16
4974;15962;39753;42,30
4975;15962;39732;42,59
4976;15962;45274;43,20
4977;15962;27891;43,37
4978;15962;39735;44,34
4979;15962;7273;44,41
4980;15962;45004;44,80
4981;15962;43963;44,91
4982;15962;39746;45,11
4983;15962;43965;45,22
4984;15962;3772;45,90
4985;15962;39743;46,32
4986;15962;44971;46,33
4987;15962;9111;46,73
4988;15962;46715;46,97
4989;15962;39745;47,00
4990;15962;20325;47,11
4991;15962;39744;47,73
4992;15962;5558;47,78
4993;15962;50978;47,78
4994;15962;39810;48,46
4995;15962;1992;48,52
4996;15962;39894;48,67
4997;15962;43247;48,96
4998;15962;42480;49,49
4999;15962;7326;49,57
5000;15962;4310;50,13
5001;15962;2171;50,70
5002;15962;28629;51,04
5003;15962;9784;51,96
5004;15962;39765;52,20
5005;15962;28649;52,37
5006;15962;7961;53,96
5007;15962;45913;54,26
5008;15962;43964;54,33
5009;15962;902;54,47
5010;15962;15711;55,17
5011;15962;45267;55,26
5012;15962;39800;55,28
5013;15962;18090;56,38
5014;15962;5715;56,90
5015;15962;12518;57,08
5016;15711;15711;0,00
5017;15711;39800;1,27
5018;15711;12518;3,21
5019;15711;7961;4,47
5020;15711;45913;5,66
5021;15711;2171;6,70
